Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Disclosure Date,Board Approval Date,Effective Date,Project Closing Date,Last Stage Reached,Financing Type,Total Project Cost $US,IBRD Commitment $US,IDA Commitment $US,"Total IBRD, IDA and GRANT Commitment $US",Grant Amount $US,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Last Update Date,Abstract
P162402,East Asia and Pacific,Mongolia,,Economic Management Support Operation First DPF," The Program Development Objective of the proposed DPF is to support the Government of Mongolia in restoring fiscal sustainability through fiscal adjustment, strengthening the social protection system, and supporting the competitiveness of the economy.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P162402,"June 7, 2017","November 30, 2017","December 14, 2017","July 31, 2018",BANK APPROVED,I,,0.0,120000000.0,,0.0,,,,,,,,"May 1, 2023","This program document seeks approval of the Executive Directors of a proposed programmatic Economic Management Support Development Policy Financing Operation (EMSO1) to Mongolia. This operation, in the amount of US$120 million, including US$80 million from the IDA 18 Crisis Response Window, is the first of three Development Policy Financing (DPF) operations in a programmatic series. The program development objective of the DPF is to support the Government of Mongolia in restoring debt sustainability, strengthening the social protection system, and enhancing competitiveness. The economic boom in 2011‐13, fueled by strong mineral exports and foreign direct investment (FDI), and expansionary fiscal policy, left Mongolia highly vulnerable to external shocks. These risks materialized from 2014 onward. With minerals accounting for almost 90 percent of exports, a sharp drop in commodity prices and slower growth in China significantly weakened the external and fiscal positions. The economy also took a major hit from a collapse of foreign investment which had reached over 30 percent of GDP during boom years. Expansionary policies compounded these shocks. Economic policy turned expansionary during the double‐digit growth period despite high inflation and a sharp widening of the current account deficit. Economic policy was loosened further from 2014 in response to the external shocks through fiscal expansion and monetary easing, driven by off‐budget expenditure and quasi‐fiscal lending. The economic stimulus, however, came at the cost of a significant increase in economic vulnerabilities. Government debt has increased almost fourfold since 2011, with the budget deficit reaching 17 percent of GDP in 2016. Mounting pressure on the balance of payments caused a sharp currency depreciation and a significant loss of reserves since 2013. Substantial risks to the balance of payments remain as about US$660 million sovereign bonds mature in 2018. The DPF, along with operations from other development partners, supports a set of reform measures to stabilize Mongolia’s economy and move it towards a sustainable development path. The reform programs supported by the DPF, developed in close collaboration with the IMF and ADB, seek to: (i) restore debt sustainability; (ii) strengthening the social protection system; and (iii) enhancing competitiveness. The DPF will also help Mongolia mitigate the immediate balance of payments risks by catalyzing successful market‐based refinancing of maturing commercial debt, and create fiscal space by substituting high‐cost, short‐term domestic borrowing with relatively more concessional and long maturity external assistance."
P163258,Western and Central Africa,Republic of Chad,,Emergency Food and Livestock Crisis Response AF,The project development objective is to improve the availability of and access to food and livestock productive capacity for targeted beneficiaries affected by the conflict in the Central African Republic on the Recipient's territory.,,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P163258,"August 10, 2017","September 29, 2017",,"June 5, 2020",BANK APPROVED,I,,0.0,16000000.0,,0.0,,,B,,,,,"November 14, 2024",
P162659,"Middle East, North Africa, Afghanistan, and Pakistan",Republic of Yemen,,Smallholder Agricultural Production Restoration and Enhancement Project,To increase the use of productivity and nutrition-enhancing agricultural practices by smallholders in targeted project areas,Food and Agriculture Organization of the United Nations (FAO),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P162659,"June 30, 2017","July 31, 2017","August 10, 2017","June 30, 2021",BANK APPROVED,G,,,,,36000000.0,Food and Agriculture Organization of the United Nations,,B,,,,,"August 30, 2024","The development objective of the Smallholder Agricultural Production Restoration and Enhancement Project for Yemen is to increase the use of productivity and nutrition-enhancing agricultural practices by smallholders in targeted project areas. The project comprises of three components. The first component, community subprojects and investments will finance priority subprojects and investments to increase smallholders’ production, income, and nutrition. It consists of following sub-components: (i) strengthening community land and water management; (ii) improving animal husbandry, livestock production, and animal health services; and (iii) improving livelihoods and adding value to agriculture. The second component, capacity building and extension will finance: (i) capacity building activities to strengthen skills of stakeholders involved in service provision in the project areas; and (ii) extension activities for project beneficiaries in a range of fields. The third component will support project administration and management, and monitoring and evaluation (M and E) activities to ensure satisfactory project implementation."
P159476,Western and Central Africa,Burkina Faso,,Burkina Faso Livestock Sector Development Support Project,"The objectives of the Project are to enhance productivity and commercialization of non-pastoral animal production in selected vhains, and strengthen the country’s capacity to respond to severe crises affecting the livestock sector, and to provide immediate and effective response in the event of an Eligible Crisis or Emergency. 
","Ministry of Agriculture, Livestock and Fisheries",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P159476,"September 14, 2016","July 20, 2017","October 25, 2017","October 20, 2022",BANK APPROVED,O,,0.0,60000000.0,,0.0,BURKINA FASO,,B,,,,,"November 14, 2024","The development objective of Livestock Sector Development Support Project for Burkina Faso are to enhance productivity and commercialization of non-pastoral animal production in selected chains, and strengthen the country’s capacity to respond to severe crises affecting the livestock sector, and to provide immediate and effective response in the event of an Eligible Crisis or Emergency. This project has three components. 1) The first component, Improved access to livestock services and inputs, aims to enhance livestock productivity in selected value chains through improved access of producers to animal health services and inputs, and institutional strengthening of MRAH’s operational capacity to efficiently carry out its core responsibilities. It comprises three sub-components: (i) Improving livestock producers’ access to animal health services; (ii) Improving livestock producers’ access to quality inputs to raise better livestock and (iii) Institutional strengthening. 2) The second component, Livestock Value Chains Development, aims to strengthen the efficiency and competitiveness of selected livestock value chains (beef, small ruminants, milk, poultry and pig, as well as honey and aquaculture) to enhance production and meet the demand of national and regional markets while generating higher incomes for value chains actors and creating employment opportunities. It has the following two subcomponents: (i) Enhancing the investment climate in the livestock sector; and (ii) Support to investment sub-projects. 3) The third component, Crisis Management and Project Coordination, aims to strengthen project coordination capacities within the MRAH. It includes two sub-components: (i) Crisis Management; and (ii) Project Management"
P153613,Europe and Central Asia,Republic of Uzbekistan,,Livestock Sector Development Project,The Project Development Objective (PDO) is to improve livestock productivity and access to market in selected regions.,Agency for the Implementation of Projects in the Field of Agro Industry and Food Security (UzAIFSA,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P153613,"December 22, 2016","June 23, 2017","January 11, 2018","June 30, 2022",BANK APPROVED,G,,30000000.0,120000000.0,,16000000.0,Republic of Uzbekistan,,B,,,,,"July 8, 2024","The development objective of Livestock Sector Development Project for Uzbekistan is to improve livestock productivity and access to market in selected regions. The project design includes three components. 1) The first component, Livestock Sector Public Investment Framework and Public Services, has the following subcomponents: (i) Strategy, Policy, and Public Investment Framework; and (ii) Strengthening Livestock Sector Public Services. 2) The second component, Livestock Value Chain Modernization, aims to have a strong emphasis on supporting the integration of small producers into value chains. It has the following two subcomponents: (i) Credit Line for Private Investments; and (ii) Value Chain Development and Smallholder Market Inclusion. 3) The third component, Project Coordination, Management, and Monitoring and Evaluation (M and E), aims to finance (a) project management, including coordination and supervision of the implementation, financial management (FM), procurement, M and E, and Grievance Redress Mechanism (GRM); (b) impact assessments at midterm review and before project closure; and (c) training of project beneficiaries on safeguards requirements and awareness raising campaigns on labor practices in agriculture."
P157127,East Asia and Pacific,Socialist Republic of Viet Nam,,Forest Sector Modernization and Coastal Resilience Enhancement Project,The project development objective is to improve coastal forest management in the Project Provinces.,Ministry of Agriculture and Rural Development,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P157127,"September 20, 2016","June 22, 2017","March 29, 2019","December 31, 2023",BANK APPROVED,I,,0.0,150000000.0,,0.0,Socialist Republic of Viet Nam,,B,,,,,"July 16, 2024","The development objective of the Forest Sector Modernization and Coastal Resilience Enhancement Project for Vietnam is to improve coastal forest management in the Project Provinces. The project has three technical components in addition to a fourth component on project management, monitoring, and evaluation. The first component modernizes the technical know how and approaches used for planning, supplying seedlings, and financing coastal protection forest management and planting. The second component adopts a holistic approach that links the biophysical, physical, and management interventions for managing and planting mangroves and sandy soil forests. The third component focuses on augmenting the economic benefits derived from well-protected coastal forests, with the aim of reducing pressure to convert these natural systems. Component 1 will be implemented at the central level. Components 2 and 3 will be implemented at the sub national (provincial, district, and commune) level. The first component consists of three sub-components, a) modernizing coastal forest planning, b) expanding quality seedling production, and c) broadening payments for forest ecosystem services to coastal forests; The second component consists of two sub-component, a) planting and managing target coastal protection forests,and b) protection of planting areas with physical measures; The third component consists of two sub-component, a) investment packages for generating benefits from coastal forests, and b) demand driven productive infrastructure; The fourth component, project management and M&E will cover all the costs associated with project management and monitoring and evaluation (M&E). It will be divided into two subcomponents, the first focused on project management and the second cover M&E, safeguards quality assurance and the independent audit."
P163081,Latin America and Caribbean,Republic of Haiti,,Relaunching Agriculture: Strengthening Agriculture Public Services II Project - Additional financing,"The new proposed PDO is: to (a) reinforce the capacity of the Ministry of Agriculture, Natural Resources and Rural Development to provide or facilitate access to services in the agricultural sector; (b) increase market access to small producers and food security in Selected Areas; (c) improve livelihood in areas affected by Hurricane Matthew and (d) enable the Government to respond promptly and effectively to an eligible emergency.","Ministry of Agriculture, Natural Resources and Rural Development",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P163081,"May 8, 2017","June 14, 2017",,"March 31, 2022",BANK APPROVED,I,,0.0,35000000.0,,0.0,Ministry of Economy and Finance,,B,,,,,"May 10, 2022",
P161781,Eastern and Southern Africa,Republic of Burundi,,Great Lakes Regional Integrated Agriculture Development Project,The Project Development Objectives are: (i) to increase agricultural productivity and commercialization in Targeted Areas in the territory of the Recipient and improve agricultural regional integration; and (ii) to provide immediate and effective response in the event of an eligible crisis or emergency.,Ministry of Agriculture and Livestock,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P161781,"May 5, 2017","May 5, 2017","November 15, 2017","June 30, 2025",BANK APPROVED,O,,0.0,117109144.0,,0.0,Republic of Burundi,,B,,,,,"May 16, 2023","The development objectives of the Great Lakes Regional Integrated Agriculture Development Project for Burundi are: (i) to increase agricultural productivity and commercialization in targeted areas in the territory of the recipient and improve agricultural regional integration; and (ii) to provide immediate and effective response in the event of an eligible crisis or emergency. The project comprises of four components. The first component, smallholder productivity and production enhancement lays the foundation for sustainable intensification and diversification of rice, maize, and dairy production. This component will build capacity in maize, rice, and dairy producer organizations (POs) by training their members, and it will ensure that POs are legally registered to facilitate access to rural finance and linkages with suppliers or traders. The second component, support to investments in agro‐processing and market linkages seeks to enhance productivity and profitability for smallholder farmers and for small‐ and medium‐scale agro‐processors by strengthening their capacity to reduce post‐harvest losses, promoting increased value addition, and facilitating access to markets. The third component, institutional integration, knowledge acquisition, and dissemination of information at the regional level will support regional exchanges of information, knowledge, and technologies through (among other channels) the establishment of a web based exchange platform; specialized training and exchanges on priority themes for some 300 scientists, technicians, or extension workers, creating communities of practice; and degree training on priority research themes for the targeted value chains (with the completion of at least 3 PhD and 9 MSc degrees). The fourth component, project management and institutional support focuses on all aspects of project management, including fiduciary aspects."
P163559,Eastern and Southern Africa,Republic of South Sudan,,South Sudan Emergency Food and Nutrition Security Project,The project objectives are: (a) to provide food and nutrition support for the protection of lives and human capital of eligible beneficiaries; and (b) to help farmers re-engage in agricultural production in selected drought affected areas in South Sudan.,Ministry of Agriculture and Food Security,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P163559,"April 13, 2017","May 4, 2017","June 6, 2017","July 31, 2019",BANK APPROVED,I,,0.0,50000000.0,,0.0,Ministry of Finance and Planning,,B,,,,,"May 28, 2024","The development objective of the Emergency Food and Nutrition Project for South Sudan are: (a) to provide food and nutrition support for the protection of lives and human capital of eligible beneficiaries; and (b) to help farmers a re-engage in agricultural production in selected drought affected areas in South Sudan. The proposed EFNSP will focus on two main areas of support: (i) providing emergency support for immediate food and nutrition security requirements, and (ii) assisting farmers to re‐engage in crop and livestock production to meet their own food security requirements. The project consists of three components. The first component, support to human capital and livelihoods protection SDR 31.0 million is to increase access to food for the food insecure and most vulnerable, protect the human capital of children and prevent negative coping strategies by poor households. The drought‐conflict dynamic in South Sudan has generated two broad segments of vulnerable and food insecure populations currently in need of direct food and nutrition support. This component is organized around two sub components as described below. (i) support to unconditional food transfers SDR14.8 million and (ii) support to integrated management of malnutrition SDR16.2 million; The second component, support to re‐engagement in crop and livestock production SDR 5.5 million will help farmers affected by the food scarcity to engage in production over the next cropping season, when favorable rains return. The project will support: (i) purchase and distribution of agricultural inputs and planting materials such as seeds and tools,10 in the form of starter packs; (ii) rebuilding or distribution of assets for postharvest handling and food storage for example household granaries and food storage bins; and (iii) provision of extension services around the package of production inputs and postharvest handling technologies supported by the project. This component divided into two sub-component, (i) support to crop production SDR3.7 million and (ii) support to livestock production SDR1.8 million; The third component, support to project implementation arrangements SDR0.4 million is designed to finance administrative costs of the Project Implementation Unit (PIU), including, financial management, procurement, environment and social safeguards management, monitoring, reporting and evaluation of activities under the project."
P158710,Europe and Central Asia,Republic of Kosovo,,Kosovo Agriculture and Rural Development Project - Third Additional Financing,"The development objective of the project is to improve productivity of and access to markets by project beneficiaries in the horticulture and livestock subsectors of Kosovo and strengthen the institutional capacity of the Ministry of Agriculture, Forestry and Rural Development.","Ministry of Agriculture, Forestry and Rural Development",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P158710,"February 2, 2017","April 28, 2017",,"December 31, 2022",BANK APPROVED,I,,0.0,22000000.0,,0.0,Ministry of Finance,,B,,,,,"July 8, 2024",
P159637,Western and Central Africa,Republic of Togo,,PASA Additional Financing,"The objectives of the Project are to (i) rehabilitate and reinforce productive capacities among targeted beneficiaries across Selected Value Chains, and (ii) foster an enabling environment for the development of the agricultural sector, in the Recipient's territory.

Project Beneficiaries (within all five administrative regions of Togo)
1)  60,000 crop farmers
2)  13,000 animal herders
3)  1,600 fish producers
4) 500 fish merchants
5) 650,000 households raising poultry and/or small ruminants will benefit from dedicated animal vaccination campaigns

PDO Level Results Indicators   
1)  Farm output subject to project supported post-harvest value-adding schemes (rice,corn);  
2)  Increase of crop (coffee, cocoa) and continental fisheries output, and of livestock population (small ruminants, poultry) among project beneficiaries;  
3)  Rates of PNIASA financial execution (for PASA, PADAT and WAAPP altogether) and;  
4)  Number of direct beneficiaries.",,No,https://projects.worldbank.org/en/projects-operations/project-detail/P159637,"February 8, 2017","April 14, 2017",,"December 15, 2020",BANK APPROVED,I,,0.0,20000000.0,,0.0,,,B,,,,,"November 14, 2024",
P159037,Eastern and Southern Africa,Democratic Republic of the Congo,,DRC Agriculture Rehabilitation and Recovery AF,To increase agricultural productivity and improve marketing of crops and animal products crops and animal products in targeted areas of the Recipientâ??s territory.,,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P159037,"January 24, 2017","March 22, 2017","February 16, 2018","June 30, 2021",BANK APPROVED,I,,0.0,75000000.0,,3640000.0,Honore Tshiyoyo,,B,,,,,"July 8, 2024",
P159040,Western and Central Africa,Western and Central Africa,,Regional Disease Surveillance Systems Enhancement (REDISSE) Phase II," The PDOs are : (i) to strengthen national and regional cross-sectoral capacity for collaborative disease surveillance and epidemicpreparedness in West Africa, thereby addressing systemic weaknesses within the animal and human health systems that hinder effective disease surveillance and response; and (ii) in the event of an Eligible Emergency, to provide immediate and effective response to said Eligible Emergency.","MINISTRY OF PUBLIC HEALTH (MINSAP) OF GUINEA BISSAU,MINISTRY OF HEALTH (MOH) OF LIBERIA,MINISTRY OF HEALTH (MOH) OF TOGO,West African Health Organization (WAHO),NIGERIA CENTER FOR DISEASE CONTROL (NCDC)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P159040,"November 22, 2016","March 1, 2017","July 27, 2017","August 31, 2023",BANK APPROVED,I,,0.0,147000000.0,,0.0,"Republic of Guinea Bissau,Republic of Togo,Federal Republic of Nigeria,Republic of Liberia",,B,,,,,"June 4, 2024","The development objective of the Second Phase of Regional Disease Surveillance Systems Enhancement (REDISSE) Project for Africa is to strengthen national and regional cross‐sectoral capacity for collaborative disease surveillance and epidemic preparedness in West Africa, thereby addressing systemic weaknesses within the animal and human health systems that hinder effective disease surveillance and response; and (ii) in the event of an Eligible Emergency, to provide immediate and effective response to said Eligible Emergency. This project will comprises five components. 1) surveillance and information systems will involve the enhancement of national surveillance and reporting systems and their interoperability at the different tiers of the health systems; 2) strengthening of laboratory capacity will involve the identification and/or establishment of networks of efficient, high quality, accessible public health, and veterinary laboratories (public or private) for the diagnosis of infectious human and animal diseases, and the establishment of a regional networking platform to improve collaboration for laboratory investigation; 3) preparedness and emergency response will support national or regional efforts to enhance infectious disease outbreak preparedness and response capacity by improving local (community), national and regional capacities to prepare for impending epidemics in humans and animals, and to respond effectively to disease outbreak threats including the resulting mortality risks posed by infectious diseases; 4) human resource management for effective disease surveillance and epidemic preparedness is cross cutting of the previous three and aims to strengthen government capacity to plan, implement and monitor human resource interventions by establishing long-term capacity for improved management of human resources; 5) institutional capacity building, project management, coordination and advocacy focuses on all aspects related to project management. It includes fiduciary aspect (financial management and procurement), monitoring and evaluation (M&E), knowledge generation and management, communication, and management (capacity building, monitoring and evaluation) of social and environmental safeguard mitigation measures."
P161000,Eastern and Southern Africa,Republic of Rwanda,,Transformation of Agriculture Sector Program Phase 3 PforR Additional Financing,"The objective of the PforR operation is to increase and intensify the productivity of the Rwandan agricultural and livestock sectors and expand the development of value chains. The operation supports the Government of Rwanda’s strategic objectives of the Transformation of Agriculture Sector Program Phase 3 with aims to enhance food security and nutrition contributing to reduction in poverty and inclusive economic growth. The operation supports four broad program areas: (i) agriculture and animal resource intensification; (ii) research, technology transfer and professionalization of farmers; (iii) value chain development and private sector investment; and (iv) institutional development and agricultural cross-cutting issues.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P161000,"February 28, 2017","February 28, 2017",,"September 30, 2018",BANK APPROVED,I,,0.0,46000000.0,,10000000.0,,,,,,,,"July 8, 2024",
P154784,Eastern and Southern Africa,Republic of Kenya,,Kenya Climate Smart Agriculture Project,"To increase agricultural productivity and build resilience to climate change risks in the targeted smallholder farming and pastoralcommunities in Kenya, and in the event of an Eligible Crisis or Emergency, to provide immediate and effective response.","Kenya Agriculture and Livestock Research Organisation ( KALRO),MINISTRY OF AGRICULTURE AND LIVESTOCK DEVELOPMENT",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P154784,"December 21, 2016","February 9, 2017","May 16, 2017","November 30, 2023",BANK APPROVED,O,,0.0,250000000.0,,0.0,The National  Treasury,,B,,,,,"July 8, 2024","The objective of the Climate Smart Agriculture Project for Kenya is to increase agricultural productivity and build resilience to climate change risks in the targeted smallholder farming and pastoral communities in Kenya, and in the event of an Eligible Crisis or Emergency, to provide immediate and effective response. There are five components to the project, the first component being upscaling climate smart agricultural practices. This component will finance interventions that promote and facilitate the adoption of TIMPs to achieve the CSA triple-wins of increased productivity, enhanced resilience (adaptation), and reduced GHG emissions (mitigation) per unit of output (as co-benefits). The second component is the strengthening climate-smart agricultural research and seed systems. This component will support the development, validation, and adoption of context specific CSA TIMPS to target beneficiaries under components one and three and also develop sustainable seed production and distribution systems. The third component is the supporting agro-weather, market, climate, and advisory services. This component will finance the development of agro-weather forecasting and marketing information system and their dissemination tools through three subcomponents: improving agrometeorological forecasting and monitoring; using big data to develop a climate-smart, agro weather and market information system and advisories; and building institutional and technical capacity for agro-meteorological observation and forecasting, agricultural statistics collection and analyses, and market advisory services. The fourth component is the project coordination and management. This component will finance activities related to national and county-level project coordination and management, including developing annual work plans and budgets (AWP&Bs), fiduciary aspects (financial management and procurement), human resource (HR) management, safeguards compliance monitoring, development and implementation of a Management Information System (MIS) and ICT-based platforms, monitoring and evaluation (M&E) and impact evaluation (IE) studies, and a communication strategy and citizen engagement. All decision-making bodies will include both men and women. Finally, the fifth component is the contingency emergency response. This zero-cost component will finance eligible expenditures under the Immediate Response Mechanism (IRM) in case of natural or man-made crises or disasters, severe economic shocks, or other crises and emergencies in Kenya."
P160592,Western and Central Africa,Islamic Republic of Mauritania,,Mauritania Fiscal and Private Sector Participation Reforms DPO, The objective of the operation is to support structural fiscal reforms in Mauritania and boost policies for economic diversification and increased private sector participation as to address macro instability post commodity super-cycle boom.,Ministère de l'économie et de l'industrie,,https://projects.worldbank.org/en/projects-operations/project-detail/P160592,"December 12, 2016","December 15, 2016","December 19, 2016","December 31, 2017",BANK APPROVED,I,,0.0,26000000.0,,0.0,Ministère de l'économie et de l'industrie,,,,,,,"March 6, 2024","The development objective of the First Fiscal Consolidation and Private Sector Support Project for Mauritania is to support fiscal consolidation and private sector participation in non-extractives sectors. It supports two pillars. The first pillar of this operation supports fiscal consolidation by increasing domestic revenues, enhancing fiscal transparency, and increasing the efficiency of public spending. This includes measures designed to enhance the flexibility and responsiveness of fiscal policy, as well as reforms to mitigate systemic fiscal risks. The second pillar supports the economic diversification agenda through increased private sector participation in non-extractives sectors. This includes expanded private sector participation by strengthening the framework for public-private partnerships (PPPs), addressing land tenure and property rights to facilitate credit access, and bolstering livestock exports."
P155412,Europe and Central Asia,Kyrgyz Republic,,Integrated Dairy Productivity Improvement Project,The proposed new Project Development Objective is to enhance dairy animal productivity and promote income generating and resilience building activities for dairy cattle farmers in selected regions of the Kyrgyz Republic.,"Ministry of Finance,Ministry of Agriculture",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P155412,"July 27, 2015","November 29, 2016","April 10, 2018","January 15, 2026",BANK APPROVED,I,,0.0,5000000.0,,0.0,Kyrgyz Republic,,B,,,,,"January 11, 2024","The development objective of the Integrated Dairy Productivity Improvement Project for Kyrgyz Republic is to enhance dairy animal productivity and milk quality on beneficiary farms. The project comprises of four components. The first component, strengthening public and private services in the dairy sector will contribute to the program development objective by improving the public-private dialogue on private sector development issues, and by supporting the improvements in the breed stock (genetic quality) of the dairy cows. The second component, on-farm productivity enhancement will work towards the establishment of model dairy villages. The third component, farm-level investments objective is to promote investments in agribusiness, fostering backward and forward linkages in the dairy value chain and support supply chain infrastructure that create higher value. The fourth component, project management will cover the costs associated with project management, including monitoring and evaluation (M and E), and results assessment."
P161392,Eastern and Southern Africa,Republic of Malawi,,Malawi Resilience and Disaster Risk Management Project,Support the recovery of livelihoods and infrastructure in flood and drought affected areas and strengthen capacity for flood and drought risk management,Ministry of Irrigation and Water Development,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P161392,"September 23, 2016","November 8, 2016","January 18, 2017","January 31, 2025",BANK APPROVED,I,,0.0,104000000.0,,0.0,"Government of Malawi, Ministry of Finance, Economic Planning and Development",,B,,,,,"May 6, 2024","The development objective of Drought Recovery and Resilience Project for Malawi is to support the government of Malawi to meet the immediate food security and livelihoods restoration needs of the communities affected by drought and promote recovery and resilience in key affected sectors. This project has four components. 1) The first component, Improving Food Security and Sustainable Livelihoods, aims to improve agricultural productivity, enhance cultivated area under assured irrigation and expand livelihood options for vulnerable populations. It ahs the following subcomponents: (a) Meeting Urgent Food Security Needs; (b) Improving Livelihoods and Building Resilience through Input Distribution; (c) Increasing Agriculture Productivity and Resilience; and (d) Climate Smart Irrigation. 2) The second component, Enhancing Drought-Resilience and Preparedness has the following subcomponents: (a) Rehabilitating and Augmenting Critical Water Supply Infrastructure; (b) Strengthening Water Resource and Catchment Management; (c) Strengthening Drought Resilience (Technical Assistance). 3) The third component, Contingent Emergency Response Component, will allow for rapid reallocation of project proceeds in the event of future natural or man-made disaster or crisis that has caused or is likely to imminently cause a major adverse economic and or social impact during the life of the project. 4) The fourth component, Project Management, will finance the project activities."
P154908,Western and Central Africa,Republic of Cameroon,,Livestock Development Project,"The Project Development Objectives (PDO) are to improve productivity of selected livestock production systems and the commercialization of their products for the targeted beneficiaries, and to provide immediate and effective response in the event of an Eligible Crisis or Emergency. 
","Ministry of Livestock, Fisheries and Animal Industries (MINEPIA)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P154908,"September 18, 2015","October 27, 2016","September 13, 2017","May 31, 2023",BANK APPROVED,O,,0.0,100000000.0,,0.0,Republic of Cameroon,,B,,,,,"June 18, 2024","The development objectives of Livestock Development Project for Cameroon are to improve productivity of selected livestock production systems and the commercialization of their products for the targeted beneficiaries, and to provide immediate and effective response in the event of an Eligible Crisis or Emergency. This project has four components. 1) The first component, Improvement of livestock services access and delivery, aims to improve access to key livestock services for livestock producers, especially animal health services, improved genetic material and high quality inputs. It has the following subcomponents: (i) Access to Animal health services; (ii) Access to high quality inputs; (iii) Institutional support, capacity building and communication; and (iv) Contingency emergency response. 2)The second component, Improvement of pastoral productivity, access to markets, and resilience of pastoral communities, aims to increase the contribution of pastoral areas to the domestic supply of meat (especially for urban markets) while upgrading livestock production systems (cattle, small ruminants, poultry) for poor and conflict-affected communities. It has the following subcomponents: (i) Support to animal production practices and the community based management of pastoral areas; (ii) Support to commercialization and marketing of pastoral livestock products; and (iii) Improving the resilience of poor and conflict-affected communities. 3) The third subcomponent, Support to livestock value chains development, will support development of pig, poultry, beef, goat, sheep, milk and honey production and value chains in target areas for a broader engagement of local entrepreneurs in the sector. It has the following subcomponents: (i) Establishment of Productive Partnership; and (ii) Financing of Sub-Projects for Producer Organizations. 4) The fourth component, Project coordination, management, communication and monitoring, will support project implementation activities, including operating costs of the National Project Coordination Unit (NPCU) with offices at national and regional levels."
P155541,East Asia and Pacific,Democratic Republic of Timor-Leste,,Sustainable Agriculture Productivity Improvement Project,The Project Development Objective (PDO) is to increase the productivity and marketed production of smallholder agriculture in selected geographical locations in Timor-Leste.,"Ministry of Agriculture and Fisheries (MAF), Government of Timor-Leste",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P155541,"May 13, 2016","October 25, 2016","November 16, 2016","July 26, 2025",BANK APPROVED,G,,,,,21000000.0,"Democratic Republic of Timor-Leste,Ministry of Finance",,B,,,,,"February 1, 2024","The development objective of the Sustainable Agriculture Productivity Improvement Project for Timor-Leste is to increase the productivity and marketed production of smallholder agriculture in selected geographical locations in Timor-Leste. The project comprises of six components. The first component, integrated watershed and sub-watershed agriculture development planning objective is to improve agriculture development planning within targeted watersheds. It consists of following sub-components: (i) formation and strengthening of watershed and sub-watershed management councils (WSMCs); (ii) support for the preparation of watershed and sub-watershed agricultural development plans (WADPs); and (iii) support for the preparation of sustainable community agriculture development plans (SCADPs). The second component, smallholder organization, advisory support, and training will facilitate the formation of farmer groups where needed, building on cohesion developed during the SCADP preparation process, and strengthen existing groups formed for other purposes by non-government organization (NGOs) and other relevant programs. It consists of following sub-components: (i) facilitation of the identification, assessment and formation of farmer groups; and (ii) support for farmer group development and capacity building. The third component, sustainable watershed and sub-watershed management and support to farmer group’s objective is to support the implementation of SCADPs through the provision of targeted on-farm investments. It consists of following sub-components: (i) rapid roll out of post-harvest storage and processing technology for grains; (ii) support to farmer groups for production, storage, and processing facilities; and (iii) technologies and small-scale works for sustainable watershed and sub-watershed management. The fourth component, strengthening Ministry of Agriculture and Fisheries (MAF’s) services, planning, programming, coordination and monitoring and evaluation (M and E) functions will support MAF to strengthen institutional capacity following recent organizational changes. It consists of following sub-components: (i) institutional support; and (ii) development of MAF’s M and E system. The fifth component, project management and monitoring will coordinate the implementation of all development partner-financed projects and programs in the agricultural sector. The sixth component, contingency for disaster risk response will be used in the event that an emergency response is required."
P157997,"Middle East, North Africa, Afghanistan, and Pakistan",Islamic  Republic of Afghanistan,,National Horticulture and Livestock Project (NHLP) - Additional Financing,"To promote adoption of improved production practices by target farmers, with gradual rollout of farmer-centric agriculturalservices systems and investment support. 

Service delivery centered on farmers will promote in practice increased participation ofbeneficiaries both in defining the type of services required and in the delivery itself.  The project would also promote improvedratio of oerall costs reaching beneficiaries as direct investments. The aim is thus to promote sustainability, effectiveness andefficiency.",,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P157997,"May 16, 2016","June 29, 2016",,"December 31, 2020",BANK APPROVED,G,,,,,90000000.0,,,B,,,,,"March 8, 2022",
