,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
project_id,ifi,country,year,doc_type,item_type,label,primary_category,specific_outcome,intended_or_measured,species_tags,evidence_text,citations,needs_review_flag,duplicate_flag,source_pages,source_sections,,,,
P160641,World Bank,Mali,2018,PAD,intervention,Establish crisis prevention and management mechanisms,Markets & Finance,,,unspecified,"Component 3 includes establishing a Crisis Prevention and Management Unit, developing crisis response tools and early warning systems, supporting a contingent emergency response component and providing institutional support and data for the livestock sector.",file:///home/oai/share/2018-02-06_PAD2472_mali-livestock-sector-development-support-project_english.pdffile:///home/oai/share/2018-02-06_PAD2472_mali-livestock-sector-development-support-project_english.pdf#:~:text=Subcomponent%203,and%20coordination%E2%80%94essentially%20the%20operations%20of,FALSE,Annex 2,Component 3,,,,
P160641,World Bank,Mali,2018,PAD,outcome,Increase in yields and productivity of targeted animal value chains,Sustainable Economic Growth,Productivity,Intended,cattle; dairy; poultry; small ruminants; aquaculture,PDO‑level indicators include percentage increase in yields of targeted animal value chains and incremental sales of products.,file:///home/oai/share/2018-02-06_PAD2472_mali-livestock-sector-development-support-project_english.pdf#:~:text=Project%20Development%20Objectives,FALSE,Results Framework,PDO Indicators,,,,,
P160641,World Bank,Mali,2018,PAD,outcome,Incremental sales of livestock products for beneficiaries,Sustainable Economic Growth,Income per capita,Intended,cattle; dairy; poultry; small ruminants; aquaculture,"PDO‑level results include incremental sales of produce from targeted value chains, indicating improved commercialization.",file:///home/oai/share/2018-02-06_PAD2472_mali-livestock-sector-development-support-project_english.pdf#:~:text=Project%20Development%20Objectives,FALSE,Results Framework,PDO Indicators,,,,,
P160641,World Bank,Mali,2018,PAD,outcome,Reduced time to reach beneficiaries during a crisis,Resilience,Resilience,Intended,unspecified,"PDO‑level indicators measure the time required to reach 50 percent of targeted beneficiaries during a crisis, reflecting improved emergency response capacity.",file:///home/oai/share/2018-02-06_PAD2472_mali-livestock-sector-development-support-project_english.pdf#:~:text=Project%20Development%20Objectives,FALSE,Results Framework,PDO Indicators,,,,,
P160641,World Bank,Mali,2018,PAD,outcome,Farmers reached with agricultural assets or services (female/youth),Sustainable Economic Growth,Income per capita,Measured,unspecified,PDO‑level results track the number of farmers reached with agricultural assets or services and disaggregate beneficiaries by gender and youth.,file:///home/oai/share/2018-02-06_PAD2472_mali-livestock-sector-development-support-project_english.pdf#:~:text=Project%20Development%20Objectives,FALSE,Results Framework,PDO Indicators,,,,,
P160641,World Bank,Mali,2018,PAD,outcome,Reduced prevalence of priority livestock diseases and increased vaccination,Resilience,Resilience,Intended,cattle; poultry; small ruminants,Intermediate results indicators include reduction in prevalence of CBPP and PPR and the number of poultry vaccinated against Newcastle disease.,file:///home/oai/share/2018-02-06_PAD2472_mali-livestock-sector-development-support-project_english.pdf#:~:text=Intermediate%20Results%20Indicators,FALSE,Results Framework,Intermediate Indicators,,,,,
P160641,World Bank,Mali,2018,PAD,outcome,Adoption of improved technologies by farmers,Sustainable Economic Growth,Adoption,Intended,unspecified,"Intermediate results indicators measure the number of farmers adopting improved technologies, with gender and youth disaggregation.",file:///home/oai/share/2018-02-06_PAD2472_mali-livestock-sector-development-support-project_english.pdf#:~:text=Intermediate%20Results%20Indicators,FALSE,Results Framework,Intermediate Indicators,,,,,
P160641,World Bank,Mali,2018,PAD,outcome,Development of livestock sector policies and strategies,Inducing Policy Change,New policies passed,Intended,unspecified,Intermediate indicators track the number of sectoral policies and strategies developed and adopted as a result of the project.,file:///home/oai/share/2018-02-06_PAD2472_mali-livestock-sector-development-support-project_english.pdf#:~:text=Intermediate%20Results%20Indicators,FALSE,Results Framework,Intermediate Indicators,,,,,
P160641,World Bank,Mali,2018,PAD,outcome,Funding of microprojects and productive partnerships,Resilience,Income per capita,Intended,unspecified,Intermediate indicators count the number of microprojects and productive partnerships financed under the project.,file:///home/oai/share/2018-02-06_PAD2472_mali-livestock-sector-development-support-project_english.pdf#:~:text=Intermediate%20Results%20Indicators,FALSE,Results Framework,Intermediate Indicators,,,,,
P177041,World Bank,Mali,2023,PAD,objective,Increase adoption of climate‑smart landscape restoration practices and access to income‑earning opportunities,,,,,The project development objective is to increase adoption of climate‑smart landscape restoration practices and access to income‑earning opportunities.,file:///home/oai/share/2023-05-04_PAD4822_mali-landscape-restoration-project_english.pdf#:~:text=Proposed%20Development%20Objective,FALSE,p. 1,Datasheet,,,,,
P177041,World Bank,Mali,2023,PAD,intervention,"Restore degraded forests, pastures and waterways",Ecosystem Services,,,multiple,"Component 2 aims to restore landscapes and ecosystem services by rehabilitating riverbanks and canals, dredging sandbanks, reforesting community forests, developing bourgou culture for animal feed, creating pastoral and fodder perimeters and rehabilitating transhumance tracks.",file:///home/oai/share/2023-05-04_PAD4822_mali-landscape-restoration-project_english.pdf#:~:text=Component%202%3A%20Investments%20in%20Landscape,and%20the%20goods%20and%20services,FALSE,Annex 1,Component 2.1,,,,
P177041,World Bank,Mali,2023,PAD,intervention,Provide matching grants and productive alliances for agro‑sylvo‑pastoral and fisheries sectors,Markets & Finance,,,multiple,"Subcomponent 2.2 provides matching grants and productive alliances to agro‑sylvo‑pastoral, non‑timber forest products and fisheries sectors, encouraging women’s engagement and diversification of income sources.",file:///home/oai/share/2023-05-04_PAD4822_mali-landscape-restoration-project_english.pdf,FALSE,Annex 1,Component 2.2,,,,,
P177041,World Bank,Mali,2023,PAD,outcome,Land area under sustainable landscape management,Environmental Sustainability,Land use change,Intended,multiple,PDO‑level indicators include land area brought under sustainable landscape management practices.,file:///home/oai/share/2023-05-04_PAD4822_mali-landscape-restoration-project_english.pdf#:~:text=Project%20Development%20Objective%20Indicators,FALSE,Results Framework,PDO Indicators,,,,,
P177041,World Bank,Mali,2023,PAD,outcome,Net greenhouse gas emissions reduced,Environmental Sustainability,Climate mitigation,Intended,multiple,PDO indicators track the net greenhouse gas emissions resulting from project interventions.,file:///home/oai/share/2023-05-04_PAD4822_mali-landscape-restoration-project_english.pdf#:~:text=Project%20Development%20Objective%20Indicators,FALSE,Results Framework,PDO Indicators,,,,,
P177041,World Bank,Mali,2023,PAD,outcome,People with increased access to income‑earning opportunities,Sustainable Economic Growth,Income per capita,Intended,multiple,"Results framework indicators include the number of people, disaggregated by gender, with increased access to income‑earning opportunities.",file:///home/oai/share/2023-05-04_PAD4822_mali-landscape-restoration-project_english.pdf#:~:text=Project%20Development%20Objective%20Indicators,FALSE,Results Framework,PDO Indicators,,,,,
P177041,World Bank,Mali,2023,PAD,outcome,Certificates or diplomas awarded through capacity trainings,Sustainable Economic Growth,Knowledge increase,Intended,unspecified,"Intermediate results indicators track the number of certificates or diplomas delivered to participants who complete training programs, with gender disaggregation.",file:///home/oai/share/2023-05-04_PAD4822_mali-landscape-restoration-project_english.pdf#:~:text=Project%20Development%20Objective%20Indicators,FALSE,Results Framework,Intermediate Indicators,,,,,
P177041,World Bank,Mali,2023,PAD,outcome,Forest and pastoral areas under management plans,Environmental Sustainability,Land use change,Intended,multiple,Indicators include the forest area and pastoral zones brought under restoration or management plans.,file:///home/oai/share/2023-05-04_PAD4822_mali-landscape-restoration-project_english.pdf#:~:text=Project%20Development%20Objective%20Indicators,FALSE,Results Framework,Intermediate Indicators,,,,,
P170035,World Bank,Moldova,2023,PAD,objective,"Improve delivery of agricultural services, foster market‑oriented growth and increase resilience",,,,,"The project development objective is to improve delivery of public agricultural services, foster market‑oriented growth and increase resilience of targeted beneficiaries, and respond promptly and effectively to crises.",file:///home/oai/share/2023-05-08_PAD5158_moldova-agriculture-governance-growth-and-resilience-investment-project_english.pdf#:~:text=Improve%20delivery%20of%20public%20agricultural,promptly%20and%20effectively%20to%20it,FALSE,p. 1,Datasheet,,,,
P170035,World Bank,Moldova,2023,PAD,intervention,Establish centres of excellence for veterinary services,Public Health,,,unspecified,"Activity 1.3.2 will establish three centres of veterinary excellence offering top‑tier veterinary education and training, providing portable equipment for animal health services, and including modules on climate vulnerabilities, GHG emission reduction and gender aspects.",file:///home/oai/share/2023-05-08_PAD5158_moldova-agriculture-governance-growth-and-resilience-investment-project_english.pdf#:~:text=41,means%20for%20each%20excellence%20center,FALSE,Annex 1,Component 1.3.2,,,,
P170035,World Bank,Moldova,2023,PAD,intervention,Provide matching grants for livestock productivity and low‑emission technologies,Livestock Management & Technologies,,,cattle; dairy,"Subcomponent 2.1 will provide matching grants for livestock farmers to modernize dairy and meat farms, pilot new commercial dairy farms, integrate farmers into processor‑driven value chains and adopt low‑emission technologies such as manure management, anaerobic digestion and improved breeds and feed.",file:///home/oai/share/2023-05-08_PAD5158_moldova-agriculture-governance-growth-and-resilience-investment-project_english.pdf#:~:text=Page%2019%20of%2075,FALSE,Annex 1,Subcomponent 2.1,,,,,
P170035,World Bank,Moldova,2023,PAD,intervention,Deliver business development and capacity building services,Advisory and Extension,,,unspecified,"Subcomponent 2.2 offers capacity building and business development support for farmers, including training on business planning, integration into value chains, climate adaptation and gender‑inclusive access to grants.",file:///home/oai/share/2023-05-08_PAD5158_moldova-agriculture-governance-growth-and-resilience-investment-project_english.pdf#:~:text=49.%20The%20sub,These%20initiatives%20include,FALSE,Annex 1,Subcomponent 2.2,,,,
P170035,World Bank,Moldova,2023,PAD,outcome,Improved access to public agricultural services,Sustainable Economic Growth,Income per capita,Intended,unspecified,"PDO‑level indicators measure improved access of farmers to public agricultural services, disaggregated by beneficiary type and gender.",file:///home/oai/share/2023-05-08_PAD5158_moldova-agriculture-governance-growth-and-resilience-investment-project_english.pdf#:~:text=drought,FALSE,Results Framework,PDO Indicators,,,,,
P170035,World Bank,Moldova,2023,PAD,outcome,Improved compliance with food safety requirements,Food Security & Nutrition,Food safety,Intended,cattle; dairy,"Results framework indicators include increased compliance of targeted beneficiaries with food safety requirements, disaggregated by type of enterprise and gender.",file:///home/oai/share/2023-05-08_PAD5158_moldova-agriculture-governance-growth-and-resilience-investment-project_english.pdf#:~:text=drought,FALSE,Results Framework,PDO Indicators,,,,,
P170035,World Bank,Moldova,2023,PAD,outcome,Increased sales by matching grant beneficiaries,Sustainable Economic Growth,Income per capita,Intended,cattle; dairy,PDO‑level indicators measure increased sales by matching grant beneficiaries (disaggregated by gender).,file:///home/oai/share/2023-05-08_PAD5158_moldova-agriculture-governance-growth-and-resilience-investment-project_english.pdf#:~:text=,ii%29%20gender,FALSE,Results Framework,PDO Indicators,,,,
P170035,World Bank,Moldova,2023,PAD,outcome,Increased productivity of farms accessing irrigation services,Sustainable Economic Growth,Productivity,Intended,unspecified,PDO‑level indicators track increases in average productivity of farms accessing irrigated services.,file:///home/oai/share/2023-05-08_PAD5158_moldova-agriculture-governance-growth-and-resilience-investment-project_english.pdf#:~:text=disaggregated%20by%20,ii%29%20gender%20Yearly,FALSE,Results Framework,PDO Indicators,,,,
P170035,World Bank,Moldova,2023,PAD,outcome,Producers benefiting from knowledge services and business development support,Sustainable Economic Growth,Knowledge increase,Measured,unspecified,"Intermediate results indicators count producers benefiting from knowledge services and business development support, including those accessing centres of veterinary excellence and those receiving business training, with gender disaggregation.",file:///home/oai/share/2023-05-08_PAD5158_moldova-agriculture-governance-growth-and-resilience-investment-project_english.pdf#:~:text=system%20management%2C%20budgeting%20and%20anti,state%20veterinary%20every%20two%20years,FALSE,Results Framework,Intermediate Indicators,,,,
P170035,World Bank,Moldova,2023,PAD,outcome,Production volume increase from investment grants,Sustainable Economic Growth,Productivity,Measured,cattle; dairy,Intermediate indicators measure the percentage increase in production volume of matching grant beneficiaries.,file:///home/oai/share/2023-05-08_PAD5158_moldova-agriculture-governance-growth-and-resilience-investment-project_english.pdf#:~:text=system%20management%2C%20budgeting%20and%20anti,state%20veterinary%20every%20two%20years,FALSE,Results Framework,Intermediate Indicators,,,,
P170035,World Bank,Moldova,2023,PAD,outcome,Women‑led businesses accessing matching grants,Inclusivity & Women’s Empowerment,Women’s empowerment,Measured,unspecified,Indicators track the number and share of women‑led businesses receiving matching grants.,file:///home/oai/share/2023-05-08_PAD5158_moldova-agriculture-governance-growth-and-resilience-investment-project_english.pdf#:~:text=system%20management%2C%20budgeting%20and%20anti,state%20veterinary%20every%20two%20years,FALSE,Results Framework,Intermediate Indicators,,,,
P171284,World Bank,Moldova,2020,PID,objective,Enhance competitiveness of the agro‑food sector and establish an animal by‑products management system,,,,,"The parent project’s objective is to enhance competitiveness of the agro‑food sector by modernizing food safety systems, facilitating market access and mainstreaming sustainable land management, while the additional financing focuses on establishing an animal by‑products management system.",file:///home/oai/share/2020-05-29_PIDISDSA28152_project-information-document-integrated-safeguards-data-sheet-moldova-agriculture-competitiveness-project-additional-fin_english.pdf#:~:text=8,and%20sustainable%20land%20management%20practicesfile:///home/oai/share/2020-05-29_PIDISDSA28152_project-information-document-integrated-safeguards-data-sheet-moldova-agriculture-competitiveness-project-additional-fin_english.pdf#:~:text=%28a%29%20Component%201%2C%20Sub,5%20million,FALSE,p. 1,Datasheet and Section 1.2,,,
P171284,World Bank,Moldova,2020,PID,intervention,Establish animal by‑products management system,Food Processing & Storage,,,unspecified,"The additional financing will establish an animal by‑products management system, providing infrastructure for collection, transportation, intermediate storage and disposal through incineration or rendering facilities, supported by feasibility studies and technical assessments.",file:///home/oai/share/2020-05-29_PIDISDSA28152_project-information-document-integrated-safeguards-data-sheet-moldova-agriculture-competitiveness-project-additional-fin_english.pdf#:~:text=%28a%29%20Component%201%2C%20Sub,5%20millionfile:///home/oai/share/2020-05-29_PIDISDSA28152_project-information-document-integrated-safeguards-data-sheet-moldova-agriculture-competitiveness-project-additional-fin_english.pdf#:~:text=The%20proposed%20AF%20will%20support,of%20locations%2Fsites%20of%20main%20ABP,FALSE,Section 1.2,Proposed Activities,,,
P171284,World Bank,Moldova,2020,PID,intervention,Provide training and capacity building for ABP management,Advisory and Extension,,,unspecified,The project includes preparation of manuals and training to build capacity of institutions and operators involved in animal by‑products management.,file:///home/oai/share/2020-05-29_PIDISDSA28152_project-information-document-integrated-safeguards-data-sheet-moldova-agriculture-competitiveness-project-additional-fin_english.pdf#:~:text=%28a%29%20Component%201%2C%20Sub,5%20million,FALSE,Section 1.2,Capacity Building,,,,
P171284,World Bank,Moldova,2020,PID,outcome,Reduced environmental and public health risks from animal by‑products,Environmental Sustainability,Climate mitigation,Intended,unspecified,"The rationale notes that improved management of animal by‑products will reduce public health and environmental risks by preventing unsanitary disposal and pollution of water sources, supporting environmental sustainability.",file:///home/oai/share/2020-05-29_PIDISDSA28152_project-information-document-integrated-safeguards-data-sheet-moldova-agriculture-competitiveness-project-additional-fin_english.pdf#:~:text=grievance,repurposed%20for%20the%20proposed%20AF,FALSE,Justification,Expected Benefits,,,,
P171284,World Bank,Moldova,2020,PID,outcome,Improved food safety and animal health,Food Security & Nutrition,Food safety,Intended,unspecified,The AF is expected to improve national food safety and animal health by ensuring safe handling and disposal of animal by‑products and enabling the country to meet export market requirements.,file:///home/oai/share/2020-05-29_PIDISDSA28152_project-information-document-integrated-safeguards-data-sheet-moldova-agriculture-competitiveness-project-additional-fin_english.pdf#:~:text=grievance,repurposed%20for%20the%20proposed%20AFfile:///home/oai/share/2020-05-29_PIDISDSA28152_project-information-document-integrated-safeguards-data-sheet-moldova-agriculture-competitiveness-project-additional-fin_english.pdf#:~:text=conditions%20in%20rural%20areas%2C%20increased,for%20products%20of%20animal%20origin,FALSE,Justification,Expected Benefits,,,
P171284,World Bank,Moldova,2020,PID,outcome,Enhanced competitiveness of livestock producers,Sustainable Economic Growth,Market efficiency,Intended,unspecified,"The document states that proper animal by‑products management will improve competitiveness of livestock producers, enabling compliance with food safety regulations and access to export markets.",file:///home/oai/share/2020-05-29_PIDISDSA28152_project-information-document-integrated-safeguards-data-sheet-moldova-agriculture-competitiveness-project-additional-fin_english.pdf#:~:text=conditions%20in%20rural%20areas%2C%20increased,for%20products%20of%20animal%20origin,FALSE,Justification,Expected Benefits,,,,
P179060,World Bank,Mozambique,2022,PID,objective,Improve performance of small producers and AgriMSMEs and natural resource management,,,,,The parent project’s objective is to improve the performance of targeted small agriculture producers and AgriMSMEs and improve natural resource management practices in selected districts.,file:///home/oai/share/2022-09-15_PIDA34311_project-information-document-srep-food-security-additional-financing-p179060_english.pdf#:~:text=Proposed%20Development%20Objective,FALSE,p. 1,Datasheet,,,,,
P179060,World Bank,Mozambique,2022,PID,intervention,Provide inputs and infrastructure for small farmers and livestock breeders,Livestock Management & Technologies,,,swine; poultry,"Subcomponent 5.2 finances distribution of agricultural kits (including seeds), hermetic bags and silos, provides tools, and constructs small livestock infrastructure such as fences, hog houses and poultry houses for breeders in areas affected by Tropical Storm Ana and Cyclone Gombe.",file:///home/oai/share/2022-09-15_PIDA34311_project-information-document-srep-food-security-additional-financing-p179060_english.pdf,FALSE,Section 5.2,Activities,,,,,
P179060,World Bank,Mozambique,2022,PID,intervention,Equip veterinary laboratories and provide diagnostic consumables,Public Health,,,unspecified,"The AF provides financing to equip veterinary laboratories in Tete and to supply diagnostic consumables to veterinary services in Nampula, improving animal health service delivery.",file:///home/oai/share/2022-09-15_PIDA34311_project-information-document-srep-food-security-additional-financing-p179060_english.pdf#:~:text=Provision%20of%20equipment%20for%20the,cyclones%20and%20does%20not%20have,FALSE,Section 5.2,Activities,,,,
P179060,World Bank,Mozambique,2022,PID,intervention,Implement goat pass‑on scheme with training,Livestock Management & Technologies,,,small ruminants,"A small ruminant scheme will distribute goats to households, provide training on goat husbandry and require beneficiaries to pass on offspring to other households.",file:///home/oai/share/2022-09-15_PIDA34311_project-information-document-srep-food-security-additional-financing-p179060_english.pdf#:~:text=,to%20another%20family%20within%20one,FALSE,Section 5.2,Activities,,,,
P179060,World Bank,Mozambique,2022,PID,intervention,Support small‑scale aquaculture and artisanal fisheries,Aquaculture Management & Technologies,,,aquaculture,"The project will promote small‑scale aquaculture and artisanal fisheries by rehabilitating fish ponds and fish cages and providing inputs (fingerlings, feed) and training along the fish value chain.",file:///home/oai/share/2022-09-15_PIDA34311_project-information-document-srep-food-security-additional-financing-p179060_english.pdf#:~:text=%28viii%29%20Fisheries%20and%20aquaculture,TA%29%20at,FALSE,Section 5.2,Activities,,,,
P179060,World Bank,Mozambique,2022,PID,intervention,Provide nutrition training and mobile kitchens,Behavior Communication Change & Social Programs,,,unspecified,Subcomponent 5.3 includes training women on the use of local products for nutrition and deploying mobile kitchens to demonstrate food preparation and nutrition.,file:///home/oai/share/2022-09-15_PIDA34311_project-information-document-srep-food-security-additional-financing-p179060_english.pdf#:~:text=The%20World%20Bank,FALSE,Section 5.3,Activities,,,,,
P179060,World Bank,Mozambique,2022,PID,outcome,Enhanced food and nutrition security for disaster‑affected households,Food Security & Nutrition,Food access,Intended,swine; poultry; small ruminants; aquaculture,"The AF seeks to address food insecurity by providing agricultural kits, livestock infrastructure and nutrition training to disaster‑affected households, thereby improving food availability and nutrition.",file:///home/oai/share/2022-09-15_PIDA34311_project-information-document-srep-food-security-additional-financing-p179060_english.pdffile:///home/oai/share/2022-09-15_PIDA34311_project-information-document-srep-food-security-additional-financing-p179060_english.pdf#:~:text=The%20World%20Bank,TRUE,Results,Theory of Change,,,,,
P179060,World Bank,Mozambique,2022,PID,outcome,"Increased resilience and income for small farmers, breeders and fishermen",Resilience,Resilience,Intended,swine; poultry; small ruminants; aquaculture,"By supplying inputs, livestock infrastructure, goats and aquaculture support, the project aims to strengthen resilience and income earning capacity of small farmers, breeders and fishermen.",file:///home/oai/share/2022-09-15_PIDA34311_project-information-document-srep-food-security-additional-financing-p179060_english.pdf,TRUE,Results,Expected Outcomes,,,,,
P179060,World Bank,Mozambique,2022,PID,outcome,Improved veterinary diagnostic capacity,Resilience,Resilience,Intended,unspecified,Equipping veterinary laboratories and providing diagnostic consumables will increase diagnostic capacity for animal diseases.,file:///home/oai/share/2022-09-15_PIDA34311_project-information-document-srep-food-security-additional-financing-p179060_english.pdf#:~:text=Provision%20of%20equipment%20for%20the,cyclones%20and%20does%20not%20have,FALSE,Results,Expected Outcomes,,,,
TBD,World Bank,Mozambique,2025,PID,objective,Improve access to climate‑resilient basic services and livelihoods opportunities,,,,,The project seeks to improve access to climate‑resilient basic services and livelihoods opportunities.,file:///home/oai/share/2025-04-04_PIDDC01235_concept-project-information-document-pid_english.pdf#:~:text=To%20improve%20access%20to%20climate,opportunities%20in%20the%20targeted%20areas,FALSE,p. 1,Datasheet,,,,
TBD,World Bank,Mozambique,2025,PID,intervention,Strengthen district planning and socio‑economic infrastructure,Rural/Public Infrastructure,,,unspecified,"Component 1 proposes to strengthen district planning and service delivery by training local authorities on climate‑resilient planning and financing socio‑economic infrastructure including water supply systems, rural roads, markets and agricultural storage facilities.",file:///home/oai/share/2025-04-04_PIDDC01235_concept-project-information-document-pid_english.pdf#:~:text=Sub,identified%20through%20a%20participatory%20process,FALSE,Annex 1,Component 1,,,,
TBD,World Bank,Mozambique,2025,PID,intervention,Improve livelihoods and economic opportunities,Advisory and Extension,,,unspecified,"Component 2 aims to improve livelihoods and economic opportunities by enhancing access to microfinance, training youth and vulnerable groups, mobilizing farmer organizations, improving extension services and promoting climate‑ and nutrition‑smart agriculture and value chain development.",file:///home/oai/share/2025-04-04_PIDDC01235_concept-project-information-document-pid_english.pdf#:~:text=Component%202%3A%20Improved%20livelihoods%20and,components%2C%20as%20per%20below,FALSE,Annex 1,Component 2,,,,
TBD,World Bank,Mozambique,2025,PID,outcome,Improved access to climate‑resilient services and livelihoods,Resilience,Resilience,Intended,unspecified,"The project is expected to improve access to climate‑resilient basic services and livelihoods opportunities, enhancing resilience of communities.",,TRUE,Results,Theory of Change,,,,,
TBD,World Bank,Mozambique,2025,PID,outcome,Youth participation in livelihood opportunities,Inclusivity & Women’s Empowerment,Youth employment,Intended,unspecified,Component 2 targets youth and vulnerable groups to increase their participation in economic activities through training and empowerment.,file:///home/oai/share/2025-04-04_PIDDC01235_concept-project-information-document-pid_english.pdf#:~:text=Component%202%3A%20Improved%20livelihoods%20and,components%2C%20as%20per%20below,TRUE,Results,Expected Outcomes,,,,
P181157,World Bank,Nicaragua,2023,PID,objective,Provide emergency support after hurricanes and lay foundation for climate‑resilient growth,,,,,"The project development objective is to provide emergency support to the population affected by Hurricanes Eta and Iota and to lay the foundation for climate‑resilient growth of micro, small and medium agri‑food producers in selected areas.",file:///home/oai/share/2023-06-01_PIDA36162_project-information-document-additional-financing-to-the-nicaragua-eta-and-iota-emergency-response-project-p181157_english.pdf#:~:text=Public%20Credit%20,MHCP,FALSE,p. 1,Datasheet,,,,
P181157,World Bank,Nicaragua,2023,PID,intervention,Implement agri‑food local innovation development plans,Advisory and Extension,,,unspecified,"The additional financing introduces agri‑food local innovation development plans to support around 10,000 family farmers with short‑, medium‑ and long‑term investments such as fast‑cycle crops, perennial crops, improved seeds and genetic materials, storage and agro‑processing, combined with training and extension services.",file:///home/oai/share/2023-06-01_PIDA36162_project-information-document-additional-financing-to-the-nicaragua-eta-and-iota-emergency-response-project-p181157_english.pdffile:///home/oai/share/2023-06-01_PIDA36162_project-information-document-additional-financing-to-the-nicaragua-eta-and-iota-emergency-response-project-p181157_english.pdf#:~:text=11,events%20impacting%20the%20target%20areas,FALSE,Section 2,Agri‑food Development Plans,,,,
P181157,World Bank,Nicaragua,2023,PID,outcome,Increased food production and income among supported farmers,Sustainable Economic Growth,Productivity,Intended,unspecified,"The project expects beneficiaries to transform subsistence farming into climate‑ and nutrition‑smart systems, increasing food production and income from selling surpluses.",file:///home/oai/share/2023-06-01_PIDA36162_project-information-document-additional-financing-to-the-nicaragua-eta-and-iota-emergency-response-project-p181157_english.pdf,TRUE,Results,Expected Outcomes,,,,,
P181157,World Bank,Nicaragua,2023,PID,outcome,Enhanced resilience and climate‑smart agriculture adoption,Resilience,Resilience,Intended,unspecified,"Agri‑food innovation plans will train farmers to adopt climate‑ and nutrition‑smart agriculture, improving resilience to future disasters and climatic risks.",file:///home/oai/share/2023-06-01_PIDA36162_project-information-document-additional-financing-to-the-nicaragua-eta-and-iota-emergency-response-project-p181157_english.pdf,TRUE,Results,Theory of Change,,,,,
P181157,World Bank,Nicaragua,2023,PID,outcome,"Inclusivity through targeting women, youth and persons with disabilities",Inclusivity & Women’s Empowerment,Gender empowerment,Intended,unspecified,"The agri‑food local innovation plans specifically target women, youth and persons with disabilities, promoting inclusive participation.",file:///home/oai/share/2023-06-01_PIDA36162_project-information-document-additional-financing-to-the-nicaragua-eta-and-iota-emergency-response-project-p181157_english.pdf,TRUE,Results,Beneficiary Targets,,,,,
P164509,World Bank,Niger,2019,PAD,objective,Increase agriculture productivity and market access for small and medium farmers and agri‑food SMEs,,,,,The project aims to increase agriculture productivity and access to markets for small and medium farmers and agri‑food SMEs in participating regions.,file:///home/oai/share/2019-05-30_PAD2957_niger-agricultural-and-livestock-transformation-project_english.pdf#:~:text=Proposed%20Development%20Objective,FALSE,p. 1,Datasheet,,,,,
P164509,World Bank,Niger,2019,PAD,intervention,Strengthen crop and livestock extension services,Advisory and Extension,,,unspecified,"Subcomponent 1.1 will strengthen crop and livestock extension services by building institutional and human capacity, training producers on climate‑smart agriculture and irrigation technologies and adapting extension approaches in areas affected by conflict.",file:///home/oai/share/2019-05-30_PAD2957_niger-agricultural-and-livestock-transformation-project_english.pdf#:~:text=aquaculture,pump%20irrigation%20schemes,FALSE,Annex 2,Subcomponent 1.1,,,,
P164509,World Bank,Niger,2019,PAD,intervention,Improve veterinary and phytosanitary services,Public Health,,,unspecified,"Subcomponent 1.2 aims to increase availability and access to veterinary services to control priority livestock diseases, enhance surveillance for emerging diseases, improve veterinary laboratories and strengthen quality control for feed and food products.",file:///home/oai/share/2019-05-30_PAD2957_niger-agricultural-and-livestock-transformation-project_english.pdf#:~:text=Subcomponent%201,inputs%2C%20feed%2C%20and%20food%20products,FALSE,Annex 2,Subcomponent 1.2,,,,
P164509,World Bank,Niger,2019,PAD,intervention,"Strengthen policy, legal framework and crisis prevention",Policy & Regulatory,,,unspecified,"Subcomponent 1.3 will strengthen policy and legal frameworks, develop crisis response tools and early warning systems, conduct climate risk analysis and integrate gender considerations.",file:///home/oai/share/2019-05-30_PAD2957_niger-agricultural-and-livestock-transformation-project_english.pdf,FALSE,Annex 2,Subcomponent 1.3,,,,,
P164509,World Bank,Niger,2019,PAD,intervention,"Develop productive partnerships for agriculture, livestock and aquaculture",Markets & Finance,,,unspecified,"Subcomponent 2.1 will develop productive partnerships by identifying off‑takers for agricultural, livestock and aquaculture products, building capacity of producers and SMEs to meet buyers’ requirements and developing sustainable business models.",file:///home/oai/share/2019-05-30_PAD2957_niger-agricultural-and-livestock-transformation-project_english.pdf#:~:text=%28i%29%20the%20identification%20of%20off,iii%29%20training%20of%20trainers,FALSE,Annex 2,Subcomponent 2.1,,,,
P164509,World Bank,Niger,2019,PAD,intervention,Provide cost‑sharing financing and risk‑sharing facilities,Markets & Finance,,,unspecified,"Subcomponent 2.2 introduces a cost‑sharing financing program with two windows (one for general farmers/SMEs and another targeting vulnerable regions, women and youth), offering matching grants and a risk‑sharing facility to guarantee loans.",file:///home/oai/share/2019-05-30_PAD2957_niger-agricultural-and-livestock-transformation-project_english.pdffile:///home/oai/share/2019-05-30_PAD2957_niger-agricultural-and-livestock-transformation-project_english.pdf,FALSE,Annex 2,Subcomponent 2.2,,,,,
P164509,World Bank,Niger,2019,PAD,intervention,Provide risk‑sharing facility and technical assistance to financial institutions,Markets & Finance,,,unspecified,The risk‑sharing facility provides partial credit guarantees and technical assistance to financial institutions to encourage lending to agri‑food SMEs and producers and improve risk assessment and portfolio management.,file:///home/oai/share/2019-05-30_PAD2957_niger-agricultural-and-livestock-transformation-project_english.pdf,FALSE,Annex 2,Subcomponent 2.2,,,,,
