Identifier,project_url,general_description,objectives,beneficiaries,status,notes,Keywords Found in general_description,Keywords Found in objectives,Keywords Found in beneficiaries,Keywords Found (Any Column)
P-GN-AA0-009,https://mapafrica.afdb.org/en/projects/46002-P-GN-AA0-009,"The Upper Guinea Rural Development Support Project (PDAR-GHG) is designed because of the will of the Government and the African Development Bank to remove the major constraints that hinder the sustainable development of the agricultural sector in Upper Guinea. It aims to contribute to alleviating poverty, strengthening food security and reducing mass rural exodus. The project should primarily help to lay the foundations of sustainable development, based on the emergence, in the village community, of a process of economic and social self-reliance. It's in keeping with a new development approach which gradually makes the actors accountable for the activities supported by it. It contributes to the ongoing process of decentralization under the Government’s new policy and gradually focuses on the role of the “elected advisers of the CRDs” to improve the management of their communities and support the capacity of farmers to organize themselves into professional associations. The principal project components are: (A) enhanced production; (B) opening up of the region; (C) support to the organization of the rural community and (D) project management.","The sector goal of the project is to contribute to food security and to poverty reduction. It specific objective is to improve agricultural production, open up the region and provide support to the organization of rural and local communities.","The rural populations of the developed plains and lowlands exploited in the Upper Guinea region are the primary beneficiaries of the project's actions. Their number is estimated at 7,000 farmers installed at the end of the implementation of the development of the plains and lowlands selected by the project, a total population of about 35,000 people. The other indirect beneficiaries of the PDAR-HG are the deconcentrated services of the Ministry of Agriculture and Livestock, and the partner structures of the project, which would see their human, financial and logistical resources strengthened.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-GN-AA0-009,[],[],['livestock'],['livestock']
P-GN-AAF-006,https://mapafrica.afdb.org/en/projects/46002-P-GN-AAF-006,"The Artisanal Fishing and Fish Farming Development Project is conceived because of the will of the Government and the African Development Bank to remove these major constraints which still hinder the sustainable development of fishing and aquaculture. It aims to strengthen the people’s food security and reduce poverty. The project is expected to give the two sub-sectors of fisheries and aquaculture, the role that must be theirs in the economy of the country, including the creation of wealth, alleviation of poverty and the strengthening of food security and improving the living conditions of local populations. Indeed, the development of the fishing sector is still confronted with major constraints mainly related to the absence of: (i) landing facilities (on-shore services), (ii) appropriate credit for operators in the sector, and (iii) poor coastal surveillance. The PDPAP should therefore address these major constraints to ensure the sustainable management of the country's fisheries resources by focusing on: (i) protection of stocks through the close monitoring of the coastal maritime zone; (ii) strengthening of fisheries research activities; (iii) training of fish farmers, and the construction of a hatchery; (iv) establishment of a credit system and support to women for their trading and marketing activities; (v) construction of fishing bases; and (vi) financing, by means of a credit line, of the actors of the sector for the realization of the service infrastructures. The project comprises the following components: (a) Fish Farming and Inland Fishery Development; (b) Artisanal Maritime Fishery Development; (c) Support to the National Fishery Surveillance Centre; (d) Accommodating Research; (e) Credit Development; and (f) Project Management.","The sector objective of the project is to improve food security in the rural areas and increase exports. The overall objective is to increase fish production by 12.000 tons through improvement of the production and processing conditions, promotion of fish-farming in the rural areas and more effective coastal patrols.","Artisanal fishermen, industrial fishermen, fish farmers and fishmongers, processors and fish traders are the main beneficiaries of the PDPAP actions. The project's actions are expected to affect around 14,000 people including 7,700 artisanal fishers, 2,850 inland fishermen, 300 fish farmers and 500 women fishmongers, processors and fish sellers. The other beneficiaries of the PDPAP would be the deconcentrated services of the Ministry of Fisheries and Aquaculture (MPA) and the partner structures of the project, which would see their human, financial and logistical resources strengthened.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-GN-AAF-006,[],['processing'],[],['processing']
P-GM-AAF-002,https://mapafrica.afdb.org/en/projects/46002-P-GM-AAF-002,"The Artisanal Fisheries Development Project is a priority that is consistent with the Government’s objectives of increasing fish production, thereby alleviating growing rural poverty. It aims to contribute to improved food security, increased employment and foreign exchange earnings and to achieve sustainable exploitation of fish resources. The project should generate a broad range of benefits that should directly affect The Gambian Government, the artisanal fishermen, and the private sector fish traders in the project area, and private sector fish processing and industrial vessel operators. This project includes the rehabilitation of a fishing jetty, the construction of a central market, the strengthening of the Fisheries Department, the monitoring, control and surveillance of the Gambian waters and the provision of a line of credit for financing fishing activities. The major components of the project are: (i) Improvement of fisheries facilities and infrastructure; (ii) Strengthening of Fisheries Department; (iii) Monitoring, control and surveillance; (iv) Credit programme; and (v) Project management.","The sectoral goal of the project is to contribute to improved food security, increased employment and foreign exchange earnings and to achieve sustainable exploitation of fish resources. The specific objective of the project is to increase fish production and incomes of the fisherfolk and to contribute to the improvement in the nutritional standards of the population.","The project beneficiaries includes the fishermen, the boat builders and repairers, the fish processing companies, women and men processors and fish traders, and the credit delivery system of Gambia Women’s Finance Associations (GWFA), Non-Governmental Organisations (NGO), Village Savings and Credit Associations (VISACA) and community based organisations (CBOs) such as Kafos and Osusus who should increase their resource base for loanable funds. In addition to the above beneficiaries, the other direct beneficiaries are the community fishing centres, the Department of Fisheries and the Government of the Gambia.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-GM-AAF-002,['processing'],[],['processing'],['processing']
P-SN-AAE-002,https://mapafrica.afdb.org/en/projects/46002-P-SN-AAE-002,"The Livestock Support Project Phase II is a follow-up to the livestock project and is in line with the policy of the Government. It aims to strengthen food security and contribute to poverty alleviation.In addition, increase in meat and milk production which will stem from the project implementation should help to curb the deficit in animal proteins and alleviate poverty which is rife in the project area. It should have also a positive impact on the rise in per capita income and on purchasing power. This situation would bring about significant changes in the structure of household expenses. The project implementation should also give rise to creation of new permanent and temporary jobs, which would check the rural exodus of youth to the urban centres. The project should facilitate emergence of women and their integration in the economic circuits. The project is also a coherent framework whose activities are geared to restoring the bases of a sustainable livestock breeding, and to conserving, preserving and developing natural resources.The major components of the project are: A) Development of production systems; B) Organisation and management of natural resources; C) Restructuring and strengthening of livestock and agro-livestock breeders; D) Credit development; and E) Project management.",The project sectoral objective is to strengthen food security and contribute to poverty alleviation. The specific objectives of the project are: i) to increase meat and milk production and ii) to increase the income of the people in the project area.,"The main beneficiaries of the project are livestock, agro-livestock breeders and the populations of Louga, Kaolack and Saint-Louis Regions.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-SN-AAE-002,"['breeding', 'livestock', 'meat', 'milk']","['meat', 'milk']",['livestock'],"['breeding', 'livestock', 'meat', 'milk']"
P-GH-AA0-024,https://mapafrica.afdb.org/en/projects/46002-P-GH-AA0-024,"The Special Programme for Food Security Pilot Project (SPFS) is designed to develop pilot schemes to test, demonstrate and adjust agricultural production technologies and new approaches for assisting small farmers to benefit from improved technology on a sustainable basis. The focus of the project should be on testing water control and management technologies. It should evaluate new approaches to enhancing the capacity of farmers to manage their farming enterprises. Considering the mixed farming systems and the interlinked food security issues, the project should test and demonstrate other crops and additional activities to facilitate diversification of farm activities with a particular focus on women’s groups. It comprises three main components, namely: (i) water control, crop intensification and agricultural diversification, (ii) capacity building and strengthening and (iii) project co-ordination and technical support.","The objective of the SPFS pilot project is to test and demonstrate, with the full involvement of small-scale farmers improved agricultural production technologies, and thereby promote their adoption to ultimately contribute in raising both output and incomes on a sustainable basis.","The project target beneficiaries are all small-scale farmers located in agro-ecological zones characterised by frequent droughts, and opportunities for water control to intensify and improve agricultural production; potential for increased production with modest civil works. For the pilot project, efforts were made to select farmers prone to famine who have demonstrated through PRAs strong interest and willingness for participating in project activities.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-GH-AA0-024,['mixed farming'],[],[],['mixed farming']
P-CV-AA0-006,https://mapafrica.afdb.org/en/projects/46002-P-CV-AA0-006,"The proposed project falls within the framework of the Government’s national food security programme, the aim of which is to guarantee food availability and access to all citizens of Cape Verde.  It also fits in with the Bank’s strategy to reduce rural poverty in its member countries. The pilot phasis should contribute to identifying and solving the major constraints facing agriculture, thus increasing Cape Verde’s food production.  In that regard, the project provides for testing improved methods in the following priority areas: (i) irrigated crop systems; (ii) family livestock systems; and (iii) strengthening beneficiary capacity.  The planned strategies and actions should, through operational tests on farmers’ plots, highlight the technical and human constraints with a view to finding possible solutions to agricultural production and food security problems. The pilot project will be implemented over three years with a total cost estimated at UA 1.30 million.",The sectoral objective of the pilot project is to improve food security.  The pilot project aims specifically at testing and evaluating existing improved technology in Cape Verde to encourage their acceptance by farmers.,"All farmers and traditional breeders at sites selected are the project’s target population.  However, a sample of 132 pilot farmers will be chosen for demonstration purposes, of which 92 micro-irrigation farmers and 40 small-scale breeders.  Equal opportunity will be given to individual men and women farmers or breeders, irrigation scheme user associations or groups.  In any case, as women make up 53% of the farming population, they are the pilot project’s main focus.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-CV-AA0-006,['livestock'],[],[],['livestock']
P-BF-AAE-002,https://mapafrica.afdb.org/en/projects/46002-P-BF-AAE-002,"The present intervention concerns the second phase of the Soum Province Rural Development Project. It aims to improve food security and reduce poverty. The project will be implemented in an area with the appropriate natural conditions for such activities. The implementation will make it possible to restore sustainable livestock breeding adapted to the natural and economic environment of the area. The recommended improvements will result in higher production and incomes, the creation of new jobs and an improvement in the population’s living conditions. In that respect, the project will help to improve food security and reduce poverty. The principal project components are: A) development of production, B) development and management of natural resources, C) sensitization, extension and research & development, D) restructuring and strengthening of OPAs, E) support to marketing and to the supply of inputs, F) producers’ credit and G) project management.","The sector goal of the project is to improve food security and reduce poverty in Soum Province. More specifically, the Soum Province Livestock Development Project - Phase II aims to increase production of animal products and by-products, as well as incomes in Soum Province.","The direct beneficiaries of the project are the farmers, agro-pastoralists in the province of Soum. In addition, about 28,800 farmers should be supervised by the project, of whom 20% of the women involved in the processing and marketing of animal products and receiving credit in about 9 departments of the province of Soum. Similarly, more than 115,700 people are expected to be affected by the extension and animation activities of the project, including 30,200 women and 85,500 men.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-BF-AAE-002,"['breeding', 'livestock']",['livestock'],['processing'],"['breeding', 'livestock', 'processing']"
P-MW-AAA-001,https://mapafrica.afdb.org/en/projects/46002-P-MW-AAA-001,,"The specific objective of the project is to increase sugar-cane production by small-holder outgrower farmers around Dwangwa through better access to irrigation, advisory services and other physical inputs. The proposed project will increase hectarage under irrigation to 2,140 ha by PY5. Furthermore, average net rainfed per ha farm income for sugarcane outgrowers will increase from current UA628 to at least UA2900 from PY2 because of irrigation.",,ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-MW-AAA-001,[],['smallholder'],[],['smallholder']
P-UG-AA0-014,https://mapafrica.afdb.org/en/projects/46002-P-UG-AA0-014,"The Smallholder Agricultural Development Project addresses the pressing issue of poverty reduction in the North West Region of Uganda. The project focuses on enhancing food crop production, with which the beneficiaries are familiar and also encourages private supply systems for the inputs so that the technologies, once established, can be sustained. It is articulated around five components: (i) Production Enhancement Component, which aims to improve land and labour productivity by increasing crop yields per hectare, encouraging more profitable crop combinations and expanding cultivated area per household; (ii) Marketing Opportunities Component which aims to expand market opportunities, reduce marketing losses and enhance the market value of commodities; (iii) Rural Infrastructure Component, which aims to improve rural access roads linking farms to markets and market infrastructures; (iv) Micro Credit and (v) Support for Coordination and Management. The project will be implemented over a five-year period.","The project aims to contribute towards achieving reduction in poverty by enhancing food security and increased household incomes of smallholders throughout the North West Region. The project’s objective is to improve agricultural productivity in the Region, consistent with the government policies of sustainable economic growth with regional equity and poverty reduction.","The project will directly target 51,000 farm families but in general will benefit over 200,000 households or about 1.24 million rural persons in the project area.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-UG-AA0-014,['smallholder'],[],[],['smallholder']
P-MR-AAF-003,https://mapafrica.afdb.org/en/projects/46002-P-MR-AAF-003,"The Artisanal Fisheries Development Project (PDPAS) Phase II is designed because of the difficulties encountered by the sector, in particular the lack of appropriate training for small-scale fishing, the organization of the sectors, and the appropriate financing of production activities. It’s therefore necessary to safeguard the human and material resources provided in the first phase, and carry on the initiated activities in accordance with the development objectives set by the Government. The project intends to train 1,230 apprentice fishermen, provide further training to 675 sea fishermen and train 500 women in fish processing techniques and marketing. It should allow for the additional production of 10,500 tonnes of fish, enable fishermen to settle on the sites and contribute to marine environmental protection, as well as establish a credit fund for the trained fishermen and women. To do this, it should: (i) renovate the two existing training centres in Blawakh and PK 28; (ii) construct a new training centre and create a development pole in PK 144, and (iii) construct a further training centre and project headquarters in Nouakchott. The main components of the project are: A) Training and further training of artisanal fishermen; B) Creation of a development pole; C) Support for artisanal fisheries operators; D) Resource management and environmental activities; and E) Improvement of project management.",The artisanal fisheries development project Phase II aims at increasing artisanal fish production and the incomes of the beneficiary population.,"The main beneficiaries of PDPAS II are, first of all, artisanal fishers (around 2000) settled in the project area, women processors of trained fish and women involved in the processing of fishery products. The other beneficiaries are women fish sellers, and the entire population of the country through media programs to promote the consumption of fish to improve the health, nutritional and food situation of households.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-MR-AAF-003,['processing'],[],['processing'],['processing']
P-GM-A00-001,https://mapafrica.afdb.org/en/projects/46002-P-GM-A00-001,"The Peri-Urban Smallholder Improvement Project is part of the Government's objectives to increase agricultural production. This should help to combat low agricultural incomes, soaring rural poverty and household food insecurity, as well as to halt the rural exodus. The design of the project concentrates on vegetable production and rearing small livestock, with which the beneficiaries are familiar. Improvements in the health, nutrition and management of small ruminants, all of which are poor, and provision of irrigation facilities to vegetable gardens, would increase the production of vegetables and animal products. At project end it is expected incremental production levels for crops should increase as follows: 400 tones of vegetables, 1360 tons of cassava, 350 tons of sweet potatoes; for livestock products: 26.4 tons of sheep and goat meat, 5.26 tons of poultry meat, 11.68 tons of rabbit meat and 56,000 eggs. The project comprises four main components, namely: (i) Horticulture Development, (ii) Livestock Development, (iii) Capacity Building and (iv) Project Coordination.",The objective is to increase on sustainable basis the production of horticultural and livestock products by smallholders in the Western and north Bank Divisions.,The primary beneficiaries are the small producers in Western and North Bank Divisions with the Department of State for Agriculture (DOSA) as the lead executing agency and NGOs as implementing partners.,ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-GM-A00-001,"['eggs', 'goat', 'goat meat', 'livestock', 'meat', 'poultry', 'sheep', 'smallholder']",['livestock'],[],"['eggs', 'goat', 'goat meat', 'livestock', 'meat', 'poultry', 'sheep', 'smallholder']"
P-MG-AAB-001,https://mapafrica.afdb.org/en/projects/46002-P-MG-AAB-001,"The Lower Mangoky Irrigation Scheme Rehabilitation Project (PRBM) is in line
with the Letter of Rural Development Policy (LRDP) defined in 1994. In effect, the rural
sector in Madagascar plays a crucial role in the poverty reduction strategy. According to the
Poverty Reduction Strategy Paper (PRSP) prepared in November 2000 shortly after the
project approval, the overall objective was to reduce poverty from 70 to 35% by 2015.","The sector objective is to improve food security and reduce rice imports. The
specific objective is to increase food production (rice) and improve productivity by
developing irrigation facilities and restoring sustainable conditions for the utilisation of these
facilities and rice growing areas of Lower Mangoky.","The project was to “give priority to women and the youths” in
view of the prominent role women play in the development works of the irrigation scheme.
To that end, the project to give priority to women in terms of land security, integrate them into
the production, processing and marketing circuits to enable them to generate new income,
train them in the implementation of income-generating activities and facilitate their access to
rural micro-credit.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-MG-AAB-001,[],[],['processing'],['processing']
P-CI-AB0-002,https://mapafrica.afdb.org/en/projects/46002-P-CI-AB0-002,"The present project is related to the Lakes (les Lacs) Region Rural Development Support Programme. Its main aim is to lay the foundations of sustainable development, based on the emergence, in the village community, of a process of economic and social self-promotion.  Such development is based on the renewed confidence of grassroots economic operators who must feel capable of adapting to the prevailing situation to draw the maximum benefit from the natural resources available to them, provided they are located in a favourable environment with all the necessary services (advisory, credit, commercial) and support (supervision, training, research and development, basic infrastructure).  This project aims precisely to fulfil all those conditions. The project should thus permit a thorough sensitization of all the economic operators in the area and the voluntary formation of viable agricultural professional organizations, followed by an overall improvement in agricultural production and productivity.  It should thus contribute to self-sufficiency and food security, a reduction in rural-urban migration and poverty in the region.  The project should also foster the promotion of young people and women by turning them into viable economic agents through training and access to credit.  The principal project components are: A) Support to the Productive Private Sector and Institutional Framework; B) Rural Development Fund; and C) Project Management Unit (PMU).","The objective of the Lakes Region Rural Development Support Project is to increase the production, processing and marketing capacities of rural sector production.  It is also intended to achieve a sustainable increase in agricultural production in a broad sense in the region (and consequently, in the incomes and living conditions of the target population), by putting in place all the constituent elements of an environment which will encourage private initiative (credit, infrastructure, training, the provision of services, etc).","The beneficiaries of the project are the rural populations of the Lake Region. This region includes the Yamoussoukro, Toumodi and Tiébissou prefectures.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-CI-AB0-002,[],['processing'],[],['processing']
P-BJ-AB0-003,https://mapafrica.afdb.org/en/projects/46002-P-BJ-AB0-003,"The Oueme Rural Development Support Project is in line with Benin Government’s rural development policy.  Its implementation will allow for consolidating the considerable achievements of the integrated rural development project (PDRIO) by strengthening and rendering farmers’ cooperatives accountable, in addition to giving necessary support to the development of local credit.  Therefore, the project will contribute to enhancing food security and alleviating poverty. The key components are: (i) Rural development support; (ii) Improvement of basic infrastructure; and (iii) Support to CARDER and project management. Total project costs excluding taxes and duties is estimated at UA 14.64 million.","The aim of the project is to strengthen food security and raise the living standard of the local people by capturing new markets and improving the competitiveness of the Beninese farmer. Specifically, the Oueme Rural Development Support Project aims at giving impetus to the institutional framework, especially farmers’ cooperatives and the rural credit system, with a view to sustainably increasing the production, processing and marketing capacity of Oueme’s rural sector.","The project will supervise about 16 000 farms growing food crops or about 20% of the population of the farms in the Province of Oueme.  It will assist 50 modern farms originating from the CPRs, 50 market garden marshland farmers, 80 owners of fish holes, 100 owners of fish ponds, 50 pig farmers and will finance 30 oil palm extracting units benefiting about 300 people.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-BJ-AB0-003,[],['processing'],['pig'],"['pig', 'processing']"
P-GM-A00-003,https://mapafrica.afdb.org/en/projects/46002-P-GM-A00-003,"The present intervention concerns the Livestock Development Study. It should investigate production, processing and marketing aspects of the livestock subsector and examine the livestock sub-sector policy and institutional framework. This should identify development gaps and hence investment opportunities, leading to defining areas of intervention and preparing two projects in detail. The projects envisaged to emanate from the study (aimed at improving the productivity of the sub-sector in a sustainable manner) should contribute to arresting the degradation of the environment as well as to the diversification of the economic base. The study consists of two phases, namely: (i) Review and Diagnostic Analysis and (ii) Detailed Feasibility and Project Design.",The objective of the study is to identify and prepare two priority bankable projects in the livestock sub-sector.,The beneficiaries of the study are the Gambian Authorities.,ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-GM-A00-003,"['livestock', 'processing']",['livestock'],[],"['livestock', 'processing']"
P-DZ-AAZ-003,https://mapafrica.afdb.org/en/projects/46002-P-DZ-AAZ-003,"This intervention relates to the 2nd Agricultural Credit Line at the Bank for Agriculture and Rural Development (BADR). The loan resources, to this end, should focus mainly on the promotion of the private sector through the financing of the various components. Project outputs should consist mainly of sub-projects in the agriculture, livestock, fisheries, agri-food, agribusiness, industry and services sectors.","This line of credit aims to strengthen the financial capacity of the BADR through the availability of additional resources for the financing of production activities in the sectors of agriculture, agribusiness, industry fishing and services.",The direct beneficiary of the Line of Credit is the Bank of Agriculture and Rural Development (BADR). Indirect beneficiaries are SMEs and other actors in the agricultural sector.,ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-DZ-AAZ-003,['livestock'],[],[],['livestock']
P-TD-A00-003,https://mapafrica.afdb.org/en/projects/46002-P-TD-A00-003,"The present project is relative to the Préfecture du Lac rural development project. The project aims at: (i) developing polders in order to increase farmlands and thereby agricultural production; and (ii) providing guidance to farmers in the prefecture. The project also provides for the construction of various socio-econom ic facilities to improve the general living conditions of the population and reduce poverty. One of the objectives of the project was to prepare a master plan for the development of the Lake Chad region and to identify at least two (2) priority projects whose feasibility study was also to be financed by ADF. The feasibility study of the project was finalized in July 1998. The Préfecture du Lac rural development project should be implemented in an area where the natural conditions are conducive to the type of crops proposed. The main components of the project are: (i) the rehabilitation of 13 polders through the construction of 22 dykes, the digging of 6 passes and the levelling of polder lands; (ii) the structuring of the rural world for intensive agriculture on 33,300 ha; (iii) the protection of kouri race cattle and intensive animal production; (iv) poverty reduction activities: construction of 100 equipped village boreholes, 19 primary schools, 4 health centres with 2 rehabilitated; rehabilitation of 120 km of feeder roads; and supplying the Project lmplementation Unit (PlU) with qualified staff and efficient logistics.","The Préfecture du Iac rural development project aims at strengthening the country's food security. Specifically, the objective of the project is to increase food and animal production, as well as improve the general living conditions of the population in the Préfecture du lac.","The main beneficiaries of the project are the Ministry of Agriculture, the famers and the population.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-TD-A00-003,['cattle'],[],[],['cattle']
P-LS-AA0-013,https://mapafrica.afdb.org/en/projects/46002-P-LS-AA0-013,"The Agricultural Sector Adjustment Programme is a priority in the development objectives of the Government. It is a sub-component of a larger project, the Agricultural Policy Capacity Building Project (APCBP), comprising the Balance of Payments (BOP) and Privatization and Disengagement components. The programme should provide balance of payments support for use by the private sector to import eligible agriculture inputs, equipment and implements for accelerated private investment in the sector. The grant provided by the programme should facilitate completion of the remaining agricultural pricing and marketing reforms for bread, fruits and vegetables, pulses, sugar and livestock products. It should support privatization and divestiture of eligible agricultural parastatals by financing activities aimed at preparing them for sale. The programme comprises of the following components: (i) Balance of Payments Support and ii) Capacity Building and Privatization.","The objective of the project is to diversify agricultural production, increase productivity, enhance rural incomes and reduce poverty by creating a conducive environment for private sector investment in agriculture.",The beneficiaries of the programme are the Government of Lesotho and the agricultural population.,ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-LS-AA0-013,['livestock'],[],[],['livestock']
P-CM-AAD-001,https://mapafrica.afdb.org/en/projects/46002-P-CM-AAD-001,"The Support Project for Rural Forestry and Agroforestry aims to restore the balance between supply and demand for forest products. It was designed in response to deforestation and land degradation due to population pressure. The project is expected to help restore environmental balance and increase farmers' production and income. It consists of: (i) implement a programme for the development of rural forestry and agroforestry through technical support, credit, organisation and training of populations; (ii) support and organise operators in the timber sector in the marketing and processing of forest products; (iii) set up a mechanism to strengthen forestry and agroforestry research; and (iv) ensure the proper management of all these activities. It is structured around several components, namely (a) forestry and agroforestry development, (b) accompanying research, (c) processing and marketing support, and (d) project management.","At the sectoral level, the project aims to increase the supply of forest products to meet the needs of the population. More specifically, the main objective of the project is to increase the production and income of foresters in the western, northwestern and Adamaoua provinces.","The beneficiary population of the project is expected to be recruited from among the 398,700 rural households in the western and northwestern provinces for the planting of small woodland and the adoption of agroforestry techniques. In Adamaoua, the beneficiaries are among the 24,000 rural farmers living in the area around Ngaoundéré (Department of Vina).",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-CM-AAD-001,['processing'],[],[],['processing']
P-CM-AAZ-001,https://mapafrica.afdb.org/en/projects/46002-P-CM-AAZ-001,This intervention concerns the Livestock and Fisheries Development Project in the South West Province. It aims to make a significant contribution to strengthening the country's food security. The main components of the project are: (i) livestock development; (ii) fisheries and fish farming development; (iii) micro-credit; (iv) capacity building; and (v) project management unit.,"The objective of the project is to significantly contribute to the strengthening of the country's food security. More specifically, the project aims to increase livestock and fisheries production, thereby increasing people's incomes.",The project is expected to benefit livestock farmers and fishing craftsmen in the South-west Province.,ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-CM-AAZ-001,['livestock'],['livestock'],['livestock'],['livestock']
P-MZ-A00-001,https://mapafrica.afdb.org/en/projects/46002-P-MZ-A00-001,"The present intervention concerns the Small Scale Irrigation Project. It aims to improve agriculture production and productivity of smallholder in three provinces of Mozambique, namely, Maputo, Sofala, and Zambezia. This project should help to develop about 2500 ha (later revised to 1442 ha at MTR) of new small scale irrigation scheme which helps to achieve 32,000 tons of incremental crop production by increasing crop intensity and higher yields. It should also assists to establish farmer’s association for the member of project beneficiaries and train them on management of irrigation scheme. The institutional capacity of government staff will also be enhanced. The small scale irrigation project consists of five components, namely: 1) Irrigation Development, 2) Agricultural technology transfer, 3) Direct support to farmers, 4) Management operations and 5) Institutional Capacity Building.","The objective of the project is to improve agriculture production and productivity by smallholders in three provinces through: a) expansion of the small-scale irrigation areas; b) increase efficiency of crop production; c) empowerment of farmers, including women; and d) improved institutional capacity and service delivery.","The beneficiaries of the project are the smallholders farm households in three province of Mozambique: Maputo, Sofala and Zambezia.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-MZ-A00-001,['smallholder'],[],[],['smallholder']
P-MW-AA0-018,https://mapafrica.afdb.org/en/projects/46002-P-MW-AA0-018,"The Smallholder Irrigation project is in line with the ADF VII Policy and strategy of poverty alleviation. The project conforms to the Government’s objectives of improving smallholder crop production by promoting the adoption of improved irrigation technology to farmers and by providing the necessary capacity building for irrigation, credit and institutional support to simulate sustainable agricultural development. Although, irrigation development will be new to the majority of the communities, the technology being advocated is simple and it will be backed by intensive farmer and staff training. Through increased production of food crops and higher income accrual at household levels, the project will directly improve food security of the beneficiaries; specifically for rural women farmers, the youth and children, this will result in better nutrition and health. The development of rural infrastructure will further help the rural women to have better access to markets for small scale trading activities usually carried out by woment. Communities outside the target groups will also benefit from improved access to markets and higher levels of employment generation in project related activities. Participation of rural women smallholder farmers and the youth in training, farmer clubs and credit unions will empower them to assimilate higher levels of farming technology, and also create a sense of involvement, confidence and self respect. This will assist rural women to achieve higher social status which is vital for the success of any development effort. The project will be implemented over a five-year period with 1999 being PY1.","The sector goal is to improve the well being of Malawians through poverty alleviation, especially among rural people, by promoting broad based and accelerated agricultural development. The specific objective is to contribute to food security by increasing the irrigated land by 4,600 ha, and increasing agricultural productivity through intensification and yield maximization for 12,000 beneficiaries.","The primary beneficiaries were the resource poor farmers residing Mwanza, Shire Highlands, Nsanje and Chikwawa Rural development Areas of Malawi. The Ministries of Irrigation and Water Development and Agriculture and Food Security were the main line Ministries involved in project implementation.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-MW-AA0-018,['smallholder'],[],[],['smallholder']
P-MW-AA0-017,https://mapafrica.afdb.org/en/projects/46002-P-MW-AA0-017,"The proposed study has been designed to lead to projects that will strengthen the agricultural sector production in Malawi. It falls within the purview of the Public Sector Investment Programme whose overall policy objective is to reduce poverty among rural people by promoting rapid agricultural development, expansion and diversification of agricultural output and exports, raising farm incomes and promoting economic growth, while conserving natural resources. The study will identify bankable projects that will help improve small-holder farmers' agricultural output and incomes thereby improving their standard of living, and helping in poverty alleviation. It will also contribute to the Government of Malawi’s goal of self-sufficiency in food production and food security on a sustainable basis. The study will basically comprise three sequentially related phases that require a multi-disciplinary approach in its execution. The consultant is expected, in the formative stages of the study to ensure the involvement of stakeholders, such as small-holder farmers, community leaders, government representatives and other donors. The study shall focus on the use of appropriate irrigation technologies.","The specific objective of the study is to ascertain Malawi's water resource base with a view to identifying and preparing viable small-scale irrigation development projects that will be technically, economically and financially feasible as well as socially and environmentally desirable.","Small-Scale Irrigation will increase food production and farmers income. The Study will also contribute to institutional capacity Building both in rural areas and at the ministry level. The study will be used to identify areas to be developed with small-scale irrigation, which will ultimately benefit the smallholders and women farmers and alleviate poverty.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-MW-AA0-017,['smallholder'],[],[],['smallholder']
