Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Project URL,Disclosure Date,Board Approval Date,Effective Date,Project Closing Date,Last Stage Reached,Financing Type,Total Project Cost $US,IBRD Commitment $US,IDA Commitment $US,Keywords Found in Project Name,Keywords Found in Project Description,Keywords Found in Implementing Agency,Keywords Found (Any Column)
P166322,Western and Central Africa,Africa Republic,,P166322 Western and Central Africa Republic of GuineaGuinea First Fiscal,"P166322 Western and Central Africa Republic of GuineaGuinea First Fiscal Management, Competitiveness, and Energy Reform DPFThe Program Development Objectives and pillars of the DPF series are: (i) strengthening fiscal management; (ii) enhancing the institutional and regulatory framework to promote competitiveness; and (iii) improving the financial performance of the energy sector. Ministere de l'Economie et des Financeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16632 2 March 22, 2019 November 26, 2019 December 11, 2019 December 31, 2020 BANK APPROVED I 0 90000000 0Ministry of Economy and Finance March 6, 2024",Ministry of Economy and Finance March 6,,,,,,,,,,,[],[],[],[]
P160277,Latin America and Caribbean,Caribbean Republic,,P160277 Latin America and Caribbean Republic of Chile Chile REDD+,"P160277 Latin America and Caribbean Republic of Chile Chile REDD+ Emissions Reductions ProgramThe Project Development Objective is to incentivize reduced deforestation, forest degradation and the enhancement of forest carbon stocks (REDD+) in selected regions of southern Chile, through payment of verified emission reductions (ER) and to ensure that paid amounts are distributed according to an agreed benefit sharing plan.Corporacion Nacional Forestal (CONAF),Instituto Forestal (INFOR)https: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16027 7 June 26, 2017 November 27, 2019 June 4, 2021 December 31, 2025 BANK APPROVED G 26000000Agencia Chilena de Cooperacion Internacional para el Desarrollo (AGCID) B December 19, 2023",,,,,,,,,,,,[],['deforestation'],[],['deforestation']
P172299,,,,P172299 Other World Closing the Agricultural Data Gap ProjectThe Project,"P172299 Other World Closing the Agricultural Data Gap ProjectThe Project Development Objective (PDO) is to support countries to produce and use high-quality and timely agricultural data through survey programs. Food and Agriculture Organization of the United Nations Nohttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17229 9 October 17, 2019 December 2, 2019 CONCEPT REVIEW G 2600000Food and Agriculture Organization of the United Nations Low August 3, 2023",,,,,,,,,,,,[],[],[],[]
P168620,,Democratic Republic,,P168620 East Asia and PacificLao People's Democratic Republic Poverty Reduction,"P168620 East Asia and PacificLao People's Democratic Republic Poverty Reduction Fund III Additional FinancingTo improve access to community-prioritized basic services as well as to support the production and consumption of nutritious foods in the Project’s targeted poor communities. Poverty Reduction Fund Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16862 0 May 30, 2019 December 2, 2019 June 30, 2024 BANK APPROVED I 0 22500000 0Ministry of Finance B July 29, 2023",Ministry of Finance B July 29,,,,,,,,,,,[],[],[],[]
P167634,Europe and Central Asia,,,P167634 Europe and Central Asia Serbia Competitive Agriculture Project (SCAP),"P167634 Europe and Central Asia Serbia Competitive Agriculture Project (SCAP) Improve agri-food market linkages of targeted beneficiaries. Ministry of Agriculture, Forestry and Water Management Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16763 4 June 6, 2019 December 3, 2019 February 18, 2020 October 31, 2026 BANK APPROVED I 50000000 0 0Republic of Serbia Moderate May 21, 2024",Ministry of Agriculture,,,,,,,,,,,[],['market'],[],['market']
P167786,Europe and Central Asia,,,P167786 Europe and Central AsiaStrengthening agriculture sector capacities for evidence-based,"P167786 Europe and Central AsiaStrengthening agriculture sector capacities for evidence-based policy makingThe objective of the proposed project is “to strengthen the M&E capacity and systems of the MoAFWM and its decentralized services for evidence-based strategic planning in agriculture and rural development”. Ministry of Agriculture, Forestry and Water Managementhttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16778 6 February 27, 2019 December 4, 2019 March 12, 2020 November 30, 2024 BANK APPROVED G 1800000Republic of Serbia April 8, 2024",Ministry of Agriculture,,,,,,,,,,,[],[],[],[]
P162679,South Asia,Asia Republic,,P162679 South Asia Republic of India West Bengal Major Irrigation,"P162679 South Asia Republic of India West Bengal Major Irrigation and Flood Management ProjectThe Project Development Objectives are to improve irrigation service delivery, strengthen flood risk management and improve climate change resilience in the Project area. Improving irrigation services includes management reforms as pursued under Component A, and infrastructure modernization to reinforce the management improvements under Component B. Strengthening flood risk management is adressed under Component C. These improvements together will help improve the resilience of the Project area to climate change. Irrigation and Waterways Department of West Bengal Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16267 9 November 22, 2018 December 10, 2019 August 11, 2020 November 30, 2025 BANK APPROVED O 145000000 0 145000000Republic of India B January 17, 2024",Department of West Bengal Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16267 9 November 22,,,,,,,,,,,[],['resilience'],[],['resilience']
P167547,Western and Central Africa,Africa Republic,,P167547 Western and Central Africa Republic of MaliMali Sustainable Energy,"P167547 Western and Central Africa Republic of MaliMali Sustainable Energy and Improved Service Delivery for Increased Stability Development Policy FinancingDelivering a more financially sustainable electricity sector, more targeted and efficient agricultural subsidies and supporting pro-poor decentralized service provision Government of Mali - Ministry of Financehttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16754 7 September 20, 2019 December 12, 2019 December 19, 2019 December 31, 2020 BANK APPROVED I 0 250000000 0Government of Mali - Ministry of Finance October 3, 2023",Ministry of Financehttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16754 7 September 20,,,,,,,,,,,[],[],[],[]
P165945,,,,P165945 East Asia and Pacific Mongolia Livestock Commercialization ProjectTo improve,"P165945 East Asia and Pacific Mongolia Livestock Commercialization ProjectTo improve livestock health, productivity, and commercialization of targeted value chains in project locations and to provide immediate and effective response in the event of an eligible crisis or emergency. Ministry of Food Agriculture and Light Industry Nohttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16594 5 October 23, 2019 December 13, 2019 June 2, 2020 March 31, 2026 BANK APPROVED I 0 30000000 0Mongolia B May 27, 2024",Ministry of Food Agriculture and Light Industry Nohttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16594 5 October 23,,,,,,,,,,,['livestock'],"['health', 'livestock']",[],"['health', 'livestock']"
P170052,,Pacific Republic,,P170052 East Asia and Pacific Republic of the PhilippinesPromoting Competitiveness,"P170052 East Asia and Pacific Republic of the PhilippinesPromoting Competitiveness and Enhancing Resilience to Natural Disasters Sub-program 1 DPLThe DPL series aim to support the Government of the Philippines in: i) promoting competitiveness; ii) enhancing fiscal sustainability; and iii) strengthening financial resilience to natural disasters and climate change. Department of Financehttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17005 2 April 21, 2019 December 17, 2019 January 16, 2020 March 31, 2021 BANK APPROVED I 400000000 0 0Republic of the Philippines March 26, 2024",Department of Financehttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17005 2 April 21,,,,,,,,,,,[],['resilience'],[],['resilience']
P168310,South Asia,Asia Republic,,P168310 South Asia Republic of IndiaState of Maharashtra's Agribusiness and,"P168310 South Asia Republic of IndiaState of Maharashtra's Agribusiness and Rural Transformation ProjectThe project development objective is to support the development of inclusive and competitive agriculture value chains, focusing on smallholder farmers and agri- entrepreneurs in Maharashtra. Department of Agriculture, Government of Maharashtra TBDhttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16831 0 October 17, 2018 December 17, 2019 March 23, 2020 March 31, 2027 BANK APPROVED I 210000000 0 0Republic of India B February 2, 2024",Department of Agriculture,,,,,,,,,,,[],[],[],[]
P164047,,Republic of China,,P164047 East Asia and Pacific People's Republic of ChinaForest Ecosystem,"P164047 East Asia and Pacific People's Republic of ChinaForest Ecosystem Improvement in the Upper Reaches of Yangtze River Basin ProgramTo improve sustainable forest ecosystem management in support of Large-Scale Greening Sichuan Program. Sichuan Provincial Forestry and Grassland Bureau Nohttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16404 7 June 28, 2019 December 17, 2019 May 7, 2020 December 31, 2023 BANK APPROVED I 150000000 0 0People's Republic of China July 16, 2024",,,,,,,,,,,,[],[],[],[]
P168606,Western and Central Africa,Africa Republic,,P168606 Western and Central Africa Republic of Chad Chad Second,"P168606 Western and Central Africa Republic of Chad Chad Second Programmatic Economic Recovery and Resilience GrantThe Program Development Objectives and pillars of the proposed series are to (1) enhance fiscal risk management; (2) improve oil revenue transparency and management; (3) promote resilience and economic diversification in key real sectors; and (4) increase social protection for the poor and vulnerable. Ministry of Finance and Budgethttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16860 6 January 7, 2019 January 17, 2020 January 30, 2020 January 15, 2021 BANK APPROVED I 0 100000000 0Republic of Chad March 6, 2024",Ministry of Finance and Budgethttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16860 6 January 7,,,,,,,,,,,[],['resilience'],[],['resilience']
P163004,Western and Central Africa,Africa Republic,,P163004 Western and Central Africa Republic of Cote d'Ivoire Dedicated,"P163004 Western and Central Africa Republic of Cote d'Ivoire Dedicated Grant Mechanism for Cote d'IvoireThe Project Development Objective is to strengthen the capacity of targeted local communities to participate in REDD+ processes at the local, national, and global levels. Care International Nohttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16300 4 March 7, 2017 January 20, 2020 August 28, 2020 April 30, 2024 BANK APPROVED G 4500000CARE International B June 4, 2024",,,,,,,,,,,,[],[],[],[]
P171465,Latin America and Caribbean,,,P171465 Latin America and Caribbean GrenadaDisaster Risk Management Development Policy,"P171465 Latin America and Caribbean GrenadaDisaster Risk Management Development Policy Credit with a Catastrophe Deferred Drawdown OptionTo strengthen Grenada’s (a) disaster and climate resilience policy framework, and (b) fiscal risk management associated with natural hazards.Ministry of Finance, Planning Economic and Physical Developmenthttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17146 5 August 15, 2019 January 21, 2020 March 25, 2020 February 16, 2026 BANK APPROVED I 0 20000000 0Grenada January 23, 2024",Ministry of Finance,,,,,,,,,,,[],['resilience'],[],['resilience']
P168014,Europe and Central Asia,Republic of Agriculture,,"P168014 Europe and Central Asia North Macedonia, Republic of Agriculture","P168014 Europe and Central Asia North Macedonia, Republic of Agriculture Modernization ProjectImprove competitiveness in targeted agricultural sub-sectors and strengthen agricultural public sector readiness for EU accession. Ministry of Agriculture, Forestry and Water Economy Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16801 4 March 11, 2019 January 30, 2020 June 18, 2021 December 31, 2027 BANK APPROVED G 44368352 0 4400000Ministry of Finance Moderate January 24, 2024",Ministry of Agriculture,,,,,,,,,,,[],[],[],[]
P170810,,,,P170810 East Asia and PacificLao People's Democratic RepublicAdditional Financing for,"P170810 East Asia and PacificLao People's Democratic RepublicAdditional Financing for Scaling Up Participatory Sustainable Forest Management ProjectTo strengthen participatory sustainable forest management in targeted production forest areas, and forest landscape management in targeted provinces Ministry of Agriculture and Forestry Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17081 0 October 28, 2019 February 11, 2020 July 31, 2022 BANK APPROVED I 0 5000000 0Ministry of Finance A July 16, 2024",Ministry of Agriculture and Forestry Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17081 0 October 28,,,,,,,,,,,[],[],[],[]
P165129,South Asia,Asia Republic,,P165129 South Asia Republic of IndiaIntegrated Project for Source Sustainability,"P165129 South Asia Republic of IndiaIntegrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal PradeshTo improve upstream watershed management and increase agricultural water productivity in selected Gram Panchayats in Himachal Pradesh. Department of Forest, Government of Himachal Pradesh Nohttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16512 9 July 8, 2019 February 18, 2020 May 28, 2020 March 31, 2026 BANK APPROVED I 80000000 0 0Republic of India Moderate February 23, 2024 - Specific date range: 01/01/2015-12/31/2025 - Sector: Agro-industry; FY17 - Agricultural Extension, Research, and Other Support Activities; FY17 - Agricultural markets, commercialization and agri-business; FY17 - Other Agriculture, Fishing and Forestry; FY17 - Crops; FY17 - Fisheries; FY17 - Public Administration - Agriculture, Fishing & Forestry; FY17 - Forestry; Forestry; FY17 - Livestock; Livestock 5. Dowload Project Id Region Country Project Status Project Name Project Development Objective Implementing Agency Consultan t Services RequiredProject URLDisclosure Date Board Approval DateEffective DateProject Closing DateLast Stage ReachedFinancing TypeTotal Project Cost $USIBRD Commitm ent $USIDA Commitm ent $USTotal IBRD, IDA and GRANT Commitm ent $USGrant Amount $USBorrower Lending Instrumen tEnvironme ntal Assessme nt CategoryEnvironme ntal and Social RiskSector 1 Sector 2 Sector 3 Last Update DateIs it livestock related? Does it Include Necesary Documents Summary",Department of Forest,,,,,,,,,,,[],['livestock'],[],['livestock']
P164031,Western and Central Africa,Federal Republic,,P164031 Western and Central Africa Federal Republic of Nigeria Ogun,"P164031 Western and Central Africa Federal Republic of Nigeria Ogun State Economic Transformation ProjectThe Project Development Objective (PDO) is to increase the participation of the private sector in the economy of Ogun State with a focus on improving the business-enabling environment, strengthening agri-food value-chains and upgrading skills. Ogun State Government Nohttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16403 1 February 18, 2020 February 18, 2020 March 16, 2021 December 31, 2025 BANK APPROVED I 0 205306336 0Federal Republic of Nigeria B December 15, 2023",,,,,,,,,,,,[],[],[],[]
P163353,Western and Central Africa,Federal Republic,,P163353 Western and Central Africa Federal Republic of Nigeria Nigeria,"P163353 Western and Central Africa Federal Republic of Nigeria Nigeria Rural Access and Agricultural Marketing ProjectThe proposed project objective is to improve rural access and agricultural marketing in participating states while strengthening the financing and institutional base for effective development, maintenance and management of the rural road network. Federal Ministry of Agriculture and Rural Development Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16335 3 June 30, 2017 February 18, 2020 March 16, 2021 December 31, 2027 BANK APPROVED O 0 280000000 230000000Federal Repulic of Nigeria B April 28, 2024",Ministry of Agriculture and Rural Development Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16335 3 June 30,,,,,,,,,,,[],[],[],[]
P171796,Europe and Central Asia,,,P171796 Europe and Central Asia GeorgiaAdditional Financing for Irrigation and,"P171796 Europe and Central Asia GeorgiaAdditional Financing for Irrigation and Land Market Development ProjectThe Project Development Objectives are to: (a) improve delivery of the irrigation and drainage services in selected areas; and (b) develop improved policies, procedures, and systems as a basis for a national land management program.Ministry of Justice,Ministry of Environment Protection and Agriculture,National Agency of Public Registry (NAPR) Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17179 6 December 11, 2019 February 20, 2020 September 30, 2023 BANK APPROVED I 20400000 0 0Public Debt Management Department, Ministry of Finance of Georgia B October 12, 2023",Ministry of Justice,,,,,,,,,,,[],['market'],[],['market']
P170283,,,,P170283 East Asia and Pacific Solomon Islands Additional Financing to,"P170283 East Asia and Pacific Solomon Islands Additional Financing to Rural Development Program IIThe objective of the Project is to assist the Recipient to improve basic infrastructure and services in rural areas and to strengthen the linkages between smallholder farming households and markets.Ministry of Development Planning and Aid Coordination, Ministry of Agriculture and Livestock Development Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17028 3 June 18, 2019 February 26, 2020 February 7, 2022 BANK APPROVED I 0 2200000 0Solomon Islands B September 8, 2022",Ministry of Development Planning and Aid Coordination,,,,,,,,,,,[],['livestock'],[],['livestock']
P170728,Latin America and Caribbean,Caribbean Republic,,P170728 Latin America and Caribbean Republic of ColombiaColombia Institutional Strengthening,"P170728 Latin America and Caribbean Republic of ColombiaColombia Institutional Strengthening for Territorial Development DPFThe objective of this operation is to support policies to: (i) strengthen institutions for regional planning, resource allocation, coordination and investment prioritization, and (ii) enhance the efficiency of land management in rural and urban areas. National Planning Departmenthttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17072 8 June 18, 2019 February 27, 2020 May 27, 2020 December 31, 2021 BANK APPROVED I 400000000 0 0Ministerio de Hacienda September 12, 2023",,,,,,,,,,,,[],['efficiency'],[],['efficiency']
P167752,Latin America and Caribbean,Caribbean Republic,,P167752 Latin America and Caribbean Republic of Ecuador Ecuador Forest,"P167752 Latin America and Caribbean Republic of Ecuador Ecuador Forest Investment ProgramTo improve management of forest and agricultural landscapes in selected areas of the coastal provinces. Ministry of Environment Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16775 2 October 4, 2018 February 28, 2020 CONCEPT REVIEW G 23556400Ministry of Finance B December 19, 2024",Ministry of Environment Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16775 2 October 4,,,,,,,,,,,[],[],[],[]
P159292,,Islamic Republic,,"P159292Middle East, North Africa, Afghanistan, and Pakistan Islamic Republic of","P159292Middle East, North Africa, Afghanistan, and Pakistan Islamic Republic of Pakistan Balochistan Livelihoods and Entrepreneurship ProjectThe Project Development Objective is to create employment opportunities for rural communities and achieve sustainability of enterprises in selected districts of Balochistan.Planning and Development Department, Government of Balochistan Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P15929 2 August 3, 2017 March 3, 2020 March 26, 2021 February 27, 2026 BANK APPROVED I 0 35000000 15000000Islamic Republic of Pakistan B January 16, 2024",,,,,,,,,,,,[],[],[],[]
P163980,Eastern and Southern Africa,Africa Republic,,P163980 Eastern and Southern Africa Republic of Kenya Marine Fisheries,"P163980 Eastern and Southern Africa Republic of Kenya Marine Fisheries and Socio-Economic Development ProjectThe Project Development Objective is to improve management of priority fisheries and mariculture and increase access to complementary livelihood activities in coastal communities. Ministry of Mining, Blue Economy and Maritime Affairs Nohttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16398 0 October 16, 2017 March 10, 2020 August 10, 2020 September 30, 2026 BANK APPROVED I 0 100000000 0The Republic of Kenya B February 9, 2024",Ministry of Mining,,,,,,,,,,,[],[],[],[]
P167428,Europe and Central Asia,Kyrgyz Republic,,P167428 Europe and Central Asia Kyrgyz Republic Kyrgyz Republic Regional,"P167428 Europe and Central Asia Kyrgyz Republic Kyrgyz Republic Regional Economic Development ProjectThe Project Development Objective is to support the Recipient to enhance regional economic development through targeted interventions in the selected sectors in the Osh region. Community Development and Investment Agency (ARIS) TBDhttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16742 8 May 2, 2019 March 12, 2020 December 7, 2020 November 17, 2028 BANK APPROVED I 0 60000000 0Ministry of Finance Substantial April 15, 2024",Ministry of Finance Substantial April 15,,,,,,,,,,,[],[],[],[]
P165821,,Pacific Republic,,P165821 East Asia and Pacific Republic of Kiribati Kiribati: Pacific,"P165821 East Asia and Pacific Republic of Kiribati Kiribati: Pacific Islands Regional Oceanscape ProgramTo improve management of selected fisheries and seafood safety in the Recipient’s territory. Ministry of Fisheries and Ocean Resources Nohttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16582 1 December 6, 2018 March 12, 2020 June 16, 2020 June 30, 2026 BANK APPROVED I 0 19500000 0Republic of Kiribati B April 2, 2024",Ministry of Fisheries and Ocean Resources Nohttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16582 1 December 6,,,,,,,,,,,[],[],[],[]
P168218,Western and Central Africa,Africa Republic,,P168218 Western and Central Africa Republic of Liberia Liberia First,"P168218 Western and Central Africa Republic of Liberia Liberia First Inclusive Growth Development Policy OperationThe program development objectives of these series are: 1) removing distortions in selected sectors and strengthening public-sector transparency; and 2) promoting economic and social inclusion. Ministry of Finance and Development Planninghttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16821 8 November 4, 2019 March 17, 2020 March 25, 2020 September 30, 2021 BANK APPROVED I 0 40000000 0Republic of Liberia August 31, 2023",Ministry of Finance and Development Planninghttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16821 8 November 4,,,,,,,,,,,[],[],[],[]
P170223,Latin America and Caribbean,,,P170223 Latin America and Caribbean Jamaica Jamaica First Economic Resilience,"P170223 Latin America and Caribbean Jamaica Jamaica First Economic Resilience DPLThe Program Development Objectives are to (a) Support Fiscal Sustainability and Inclusion; (b) Enhance Fiscal and Financial Resilience against Natural Disaster Risks; and (c) Improve the Investment Climate for Sustainable Growth. Ministry of Finance & the Public Servicehttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17022 3 January 2, 2020 March 19, 2020 March 25, 2020 March 31, 2021 BANK APPROVED I 70000000 0 0Jamaica December 5, 2023",Ministry of Finance & the Public Servicehttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17022 3 January 2,,,,,,,,,,,['resilience'],['resilience'],[],['resilience']
P169505,Latin America and Caribbean,Caribbean Republic,,P169505 Latin America and Caribbean Republic of Paraguay Paraguay First,"P169505 Latin America and Caribbean Republic of Paraguay Paraguay First Economic Management Development Policy LoanThe Development objectives of the proposed DPL are to (a) improve the enabling conditions for more resilient, private sector-led growth, (b) promote economic growth that is more environmentally sustainable and resilient to climate-induced shocks, and (c) increaseresilience through more efficient and accountable management of public resources. Ministry of Financehttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16950 5 June 12, 2019 March 19, 2020 May 5, 2020 June 30, 2023 BANK APPROVED I 200000000 0 0Aduanas, Instituto Forestal Nacional, Ministry of Industry and Commerce August 16, 2023",Ministry of Financehttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16950 5 June 12,,,,,,,,,,,[],[],[],[]
P168153,Latin America and Caribbean,Caribbean Republic,,P168153 Latin America and Caribbean Republic of Paraguay Market Access,"P168153 Latin America and Caribbean Republic of Paraguay Market Access for Agricultural Products ProjectEnhance access to markets and provide emergency support to Agricultural Producer Organizations, Indigenous Communities and their members, for the current COVID-19 emergency and future Eligible Crises or Emergencies. Ministry of Agriculture and Livestock Productionhttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16815 3 November 13, 2018 March 19, 2020 July 6, 2020 June 30, 2026 BANK APPROVED I 100000000 0 0Republic of Paraguay Substantial March 3, 2024",Ministry of Agriculture and Livestock Productionhttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16815 3 November 13,,,,,,,,,,,['market'],"['livestock', 'market']",['livestock'],"['livestock', 'market']"
P158372,Europe and Central Asia,Asia Republic,,P158372 Europe and Central Asia Republic of Uzbekistan Agriculture Modernization,"P158372 Europe and Central Asia Republic of Uzbekistan Agriculture Modernization ProjectThe objectives of the project are to (i) enhance productivity-supporting agricultural services and (ii) promote market-led agriculture value chains.Ministry of Agriculture - International Center for Strategic Development and Research on Food Securi Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P15837 2 February 6, 2019 March 20, 2020 August 24, 2020 December 30, 2027 BANK APPROVED I 181000000 319000000 0Republic of Uzbekistan Substantial January 25, 2024",Ministry of Agriculture - International Center for Strategic Development and Research on Food Securi Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P15837 2 February 6,,,,,,,,,,,[],['market'],[],['market']
P171877,Eastern and Southern Africa,Africa Republic,,P171877 Eastern and Southern Africa Republic of MalawiAdditional Financing to,"P171877 Eastern and Southern Africa Republic of MalawiAdditional Financing to the Malawi Resilience and Disaster Risk Management ProjectSupport the recovery of livelihoods and infrastructure in flood and drought affected areas and strengthen capacity for flood and drought risk managementMinistry of Agriculture,Irrigation and Water Development, Ministry of Finance, Economic Planning and Development Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17187 7 January 30, 2020 March 24, 2020 January 31, 2025 BANK APPROVED I 0 80000000 0Government of Malawi, Ministry of Finance, Economic Planning and Development B June 2, 2022",Ministry of Agriculture,,,,,,,,,,,[],"['drought', 'resilience']",[],"['drought', 'resilience']"
P168475,Latin America and Caribbean,Caribbean Republic,,P168475 Latin America and Caribbean Republic of Costa Rica Costa,"P168475 Latin America and Caribbean Republic of Costa Rica Costa Rica Sustainable Fisheries Development ProjectThe Project Development Objective (PDO) is to improve management of priority fisheries and enhance economic opportunities from those fisheries for Costa Rica. Instituto Costarricense de Pesca y Acuicultura (INCOPESCA) Nohttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16847 5 October 31, 2018 March 24, 2020 September 19, 2021 October 31, 2024 BANK APPROVED I 75100496 0 0Republic of Costa Rica B June 10, 2024",,,,,,,,,,,,[],[],[],[]
P169758,,Republic of China,,P169758 East Asia and Pacific People's Republic of China Henan,"P169758 East Asia and Pacific People's Republic of China Henan Green Agriculture Fund ProjectThe proposed objective is to demonstrate the viability of financing green agriculture investments, and foster the innovation and adoption of green agriculture standards and technologies in Henan.Henan Agriculture Development Fund Investment Corporation Nohttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16975 8 May 23, 2019 March 26, 2020 October 14, 2021 December 31, 2026 BANK APPROVED I 100000000 0 0People’s Republic of China Substantial December 10, 2023 - Specific date range: 01/01/2015-12/31/2025 - Sector: Agro-industry; FY17 - Agricultural Extension, Research, and Other Support Activities; FY17 - Agricultural markets, commercialization and agri-business; FY17 - Other Agriculture, Fishing and Forestry; FY17 - Crops; FY17 - Fisheries; FY17 - Public Administration - Agriculture, Fishing & Forestry; FY17 - Forestry; Forestry; FY17 - Livestock; Livestock 5. Dowload Project Id Region Country Project Status Project Name Project Development Objective Implementing Agency Consultan t Services RequiredProject URLDisclosure Date Board Approval DateEffective DateProject Closing DateLast Stage ReachedFinancing TypeTotal Project Cost $USIBRD Commitm ent $USIDA Commitm ent $USTotal IBRD, IDA and GRANT Commitm ent $USGrant Amount $USBorrower Lending Instrumen tEnvironme ntal Assessme nt CategoryEnvironme ntal and Social RiskSector 1 Sector 2 Sector 3 Last Update DateIs it livestock related? Does it Include Necesary Documents Summary",Implementing Agency Consultan t Services RequiredProject URLDisclosure Date Board Approval DateEffective DateProject Closing DateLast Stage ReachedFinancing TypeTotal Project Cost $USIBRD Commitm ent $USIDA Commitm ent $USTotal IBRD,,,,,,,,,,,[],['livestock'],[],['livestock']
P169828,Western and Central Africa,Africa Republic,,P169828 Western and Central Africa Republic of Cote d'Ivoire CDI,"P169828 Western and Central Africa Republic of Cote d'Ivoire CDI Sustainable and Inclusive Growth DPF1The Program Development Objective (PDO) of the proposed operation is to: (i) establish the policy and regulatory framework for environmentally sustainable investments in cocoa, agro-forestry, renewable energy, and energy efficiency; (ii) boost domestic resource mobilization and strengthen the targeting of pro-poor programs. Ministry of Financehttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16982 8 June 15, 2019 March 31, 2020 April 21, 2020 June 30, 2023 BANK APPROVED I 0 200000000 0REPUBLIC OF CÔTE D'IVOIRE June 3, 2024",Ministry of Financehttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16982 8 June 15,,,,,,,,,,,[],['efficiency'],[],['efficiency']
P166222,,,,P166222 East Asia and PacificThe Independent State of Papua New,"P166222 East Asia and PacificThe Independent State of Papua New Guinea PNG Agriculture Commercialization and Diversification ProjectTo facilitate the development of competitive and diversified agriculture value chains for selected commodities in targeted provinces.Cocoa Board,Department of Agriculture and Livestock, Coffee Industry Corporation Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16622 2 June 5, 2018 April 22, 2020 December 17, 2020 December 31, 2025 BANK APPROVED I 0 40000000 0Independent State of Papua New Guinea B April 18, 2024",Department of Agriculture and Livestock,,,,,,,,,,,[],['livestock'],['livestock'],['livestock']
